Matching Affiliation,Institution Guess,doi,url,Article Title,Authors,Year,Journal Title,All Affiliations
"Department of Ophthalmology, Inselspital, University of Bern, Bern, Switzerland",University of Bern,10.1017/S0952523808080401,http://dx.doi.org/10.1017/S0952523808080401,"Long-term cellular and regional specificity of the photoreceptor toxin, iodoacetic acid (IAA), in the rabbit retina",LI LIANG /// YOSHIAKI KATAGIRI /// LUISA M. FRANCO /// YASUYUKI YAMAUCHI /// VOLKER ENZMANN /// HENRY J. KAPLAN /// JULIE H. SANDELL,2008,Visual Neuroscience,"aff1 /// Department of Anatomy & Neurobiology ///  /// ,  /// simple /// Boston University School of Medicine ///  /// ,  /// Boston, Massachusetts ///  /// aff2 /// Department of Ophthalmology & Visual Sciences ///  /// ,  /// simple /// University of Louisville ///  /// ,  /// Louisville, Kentucky ///  /// aff3 /// Department of Ophthalmology ///  /// ,  /// simple /// Tokyo Medical University Hospital ///  /// ,  /// Tokyo ///  /// ,  /// Japan ///  /// aff4 /// Department of Ophthalmology, Inselspital ///  /// ,  /// simple /// University of Bern ///  /// ,  /// Bern ///  /// ,  /// Switzerland /// "
"Naturhistorisches Museum, Augustinergasse 2, Basel, Switzerland CH-4001",,10.4039/n03-001,http://dx.doi.org/10.4039/n03-001,"Revision of the East Asian  species group (Coleoptera: Staphylinidae, Pselaphinae, Cyathigerini)",Hiroshi Sugaya /// Shûhei Nomura /// Daniel Burckhardt,2004,The Canadian Entomologist,"aff1 /// Systematic Entomology ///  /// ,  /// Graduate School of Agriculture ///  /// ,  /// Hokkaido University ///  /// ,  /// Sapporo ///  /// ,  /// Japan 060-8589 ///  /// aff2 /// Department of Zoology ///  /// ,  /// National Science Museum (Natural History) ///  /// ,  /// 3-23-1 Hyakunin-chô ///  /// ,  /// Shinjuku ///  /// ,  /// Tokyo ///  /// ,  /// Japan 169-0073 ///  /// aff3 /// Naturhistorisches Museum ///  /// ,  /// Augustinergasse 2 ///  /// ,  /// Basel ///  /// ,  /// Switzerland CH-4001 /// "
"Swiss Federal Institute of Technology (ETH), Institute of Plant Sciences, Applied Entomology, 8092 Zürich, Switzerland",ETH Zurich,10.1079/BER2004345,http://dx.doi.org/10.1079/BER2004345,"How host larval age, and nutrition and density of the parasitoid  basalis (Hymenoptera: Pteromalidae) influence control of  (Coleoptera: Bruchidae)",I. Schmale /// F.L. Wäckers /// C. Cardona /// S. Dorn,2005,Bulletin of Entomological Research,"aff1 /// 1 ///  ///  /// Swiss Federal Institute of Technology (ETH) ///  /// ,  /// simple /// Institute of Plant Sciences ///  /// ,  /// Applied Entomology ///  /// ,  /// 8092 Zürich ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// simple /// Netherlands Institute of Ecology ///  /// ,  /// Center for Terrestrial Ecology ///  /// ,  /// PO Box 40 ///  /// ,  /// 6666 ZG Heteren ///  /// ,  /// Netherlands ///  /// aff3 /// 3 ///  ///  /// Centro Internacional de Agricultura Tropical ///  /// ,  /// Cali ///  /// ,  /// Colombia /// "
"Swiss Federal Institute of Technology (ETH), Institute of Food Science and Nutrition, ETH-Zentrum, CH-8092 Zurich, Switzerland",ETH Zurich,10.1079/BJN20051546,http://dx.doi.org/10.1079/BJN20051546,Human gut microbiota does not ferment erythritol,Eva Arrigoni /// Fred Brouns /// Renato Amadò,2005,British Journal of Nutrition,"aff1 /// 1 ///  ///  /// simple /// Swiss Federal Institute of Technology (ETH) ///  /// ,  /// Institute of Food Science and Nutrition ///  /// ,  /// ETH-Zentrum ///  /// ,  /// CH-8092 Zurich ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// Cerestar-Cargill R&D Center ///  /// ,  /// B-1800 Vilvoorde ///  /// ,  /// Belgium ///  /// aff3 /// 3 ///  ///  /// Nutrition & Toxicology Research Institute ///  /// ,  /// simple /// Maastricht University ///  /// ,  /// Maastricht ///  /// ,  /// The Netherlands /// "
"Service of Bone Diseases, University Hospital, Rue Micheli-Du-Crest, Geneva 1211, Switzerland",University of Geneva,10.1017/S0007114508937429,http://dx.doi.org/10.1017/S0007114508937429,Inhibition of bone turnover by milk intake in postmenopausal women,Jean-Philippe Bonjour /// Marion Brandolini-Bunlon /// Yves Boirie /// Françoise Morel-Laporte /// Véronique Braesco /// Marie-Claude Bertière /// Jean-Claude Souberbielle,2008,British Journal of Nutrition,"aff001 /// 1 ///  ///  /// Service of Bone Diseases ///  /// ,  /// University Hospital ///  /// ,  /// Rue Micheli-Du-Crest ///  /// ,  /// Geneva 1211 ///  /// ,  /// Switzerland ///  /// aff002 /// 2 ///  ///  /// Centre de Recherche en Nutrition Humaine d'Auvergne ///  /// ,  /// 58 rue Montalembert ///  /// ,  /// 63009 Clermont-Ferrand ///  /// ,  /// France ///  /// aff003 /// 3 ///  ///  /// Centre de Recherche et d'Information Nutritionnelles ///  /// ,  /// 45 rue Saint-Lazare ///  /// ,  /// 75314 Paris ///  /// ,  /// France ///  /// aff004 /// 4 ///  ///  /// Laboratoire d'Explorations Fonctionnelles ///  /// ,  /// Hôpital Necker-Enfants Malades ///  /// ,  /// 149 rue de Sèvres ///  /// ,  /// 75015 Paris ///  /// ,  /// France /// "
"Nestlé Research Center, Vers-Chez-les-Blanc, PO Box 44, CH-1000 Lausanne 26, Switzerland",,10.1017/S0007114507795296,http://dx.doi.org/10.1017/S0007114507795296,Cocoa and health: a decade of research,Karen A. Cooper /// Jennifer L. Donovan /// Andrew L. Waterhouse /// Gary Williamson,2008,British Journal of Nutrition,"aff001 /// 1 ///  ///  /// Nestlé Research Center ///  /// ,  /// Vers-Chez-les-Blanc ///  /// ,  /// PO Box 44 ///  /// ,  /// CH-1000 Lausanne 26 ///  /// ,  /// Switzerland ///  /// aff002 /// 2 ///  ///  /// Department of Psychiatry and Behavioural Sciences ///  /// ,  /// Medical University of South Carolina ///  /// ,  /// Charleston ///  /// ,  /// SC 29425 ///  /// ,  /// USA ///  /// aff003 /// 3 ///  ///  /// Department of Viticulture & Enology ///  /// ,  /// University of California ///  /// ,  /// Davis ///  /// ,  /// CA 95616 ///  /// ,  /// USA /// "
"Université de Neuchâtel, Institut de mathématiques, Rue Émile Argand 13, CH-2007 NeuchâtelSwitzerland e-mail: bruno.colbois@unine.ch",,10.1017/S0004972700020025,http://dx.doi.org/10.1017/S0004972700020025,Rigidity of Hilbert metrics,Bruno Colbois /// Patrick Verovic,2002,Bulletin of the Australian Mathematical Society,"aff1 /// Université de Neuchâtel ///  /// ,  /// Institut de mathématiques ///  /// ,  /// Rue Émile Argand 13 ///  /// ,  /// CH-2007 Neuchâtel ///  /// Switzerland ///  ///  e-mail:  /// bruno.colbois@unine.ch /// bruno.colbois@unine.ch ///  /// aff2 /// Université de Savoie ///  /// ,  /// Campus scientifique ///  /// ,  /// Laboratoire de mathématiques ///  /// ,  /// 73376 Le Bourget-du-Lac cedex ///  /// ,  /// France ///  ///  e-mail:  /// verovic@univ-savoie.fr /// verovic@univ-savoie.fr /// "
"Swiss Center for Affective Sciences, University of Geneva, CH-1205 Geneva, Switzerland. marc.mehu@unige.ch",University of Geneva,10.1017/S0140525X10001561,http://dx.doi.org/10.1017/S0140525X10001561,The proximate mechanisms and ultimate functions of smiles,Marc Mehu /// Karim N'Diaye,2010,Behavioral and Brain Sciences,"aff1 /// a ///  ///  /// Swiss Center for Affective Sciences ///  /// ,  /// University of Geneva ///  /// ,  /// CH-1205 Geneva ///  /// ,  /// Switzerland ///  /// .  /// marc.mehu@unige.ch /// marc.mehu@unige.ch ///  /// http://www.affective-sciences.org /// http://www.affective-sciences.org ///  /// aff2 /// b ///  ///  /// Research Center of the Brain and Spine Institute ///  /// ,  /// Université Pierre et Marie Curie (UPMC) ///  /// ,  /// CNRS UMR 7225, INSERM UMR S 975, 75006 Paris ///  /// ,  /// France ///  /// .  /// karim.ndiaye@upmc.fr /// karim.ndiaye@upmc.fr /// "
"Bernisches Historisches Museum, Helvetiaplatz 5, CH-3000 Bern 6, Switzerland (Email: felix.mueller@bhm.ch)",,10.1017/S0003598X00096940,http://dx.doi.org/10.1017/S0003598X00096940,"Artefacts, skulls and written sources: the social ranking of a Celtic family buried at Münsingen-Rain",Felix Müller /// Peter Jud /// Kurt W. Alt,2008,Antiquity,"A1 /// Bernisches Historisches Museum, Helvetiaplatz 5, CH-3000 Bern 6, Switzerland (Email:  /// simple /// felix.mueller@bhm.ch ///  /// ) /// A2 /// 48, Rue Victor Hugo, F-69002 Lyon, France /// A3 /// Institut für Anthropologie der Universität, FB 21, D-55099 Mainz, Germany (Email:  /// simple /// altkw@mail.uni-mainz.de ///  /// ) Translated by Madeleine Hummler, Antiquity, King's Manor, York YO1 7EP, UK"
"Department of Anthropology and Ecology, University of Geneva, Switzerland (Email: eric.huysecom@anthro.unige.ch)",University of Geneva,10.1017/S0003598X00113237,http://dx.doi.org/10.1017/S0003598X00113237,Ounjougou (Mali): A history of holocene settlement at the southern edge of the Sahara,E. Huysecom /// S. Ozainne /// F. Raeli /// A. Ballouche /// M. Rasse /// S. Stokes,2004,Antiquity,"aff01 /// 1 ///  ///  /// Department of Anthropology and Ecology, University of Geneva, Switzerland (Email:  /// eric.huysecom@anthro.unige.ch /// simple /// eric.huysecom@anthro.unige.ch ///  /// ) /// aff02 /// 2 ///  ///  /// Géophen UMR-CNRS 6554, UFR Geography, University of Caen, France /// aff03 /// 3 ///  ///  /// Department of Geography, University of Rouen, France /// aff04 /// 4 ///  ///  /// Department of Geography, University of Oxford, UK"
"7 Chemin Taverney, 1218 Grand-Saconnex, Geneva, Switzerland Tel.  [During 22–28 September at 100 Princes Street, Edinburgh EH2 3AA, Scotland, UK. Tel. ]",,10.1017/S0376892900011474,http://dx.doi.org/10.1017/S0376892900011474,Third International Conference on Environmental Future: Maintenance of The Biosphere,Ulrich E. Loening /// Nicholas Polunin,1987,Environmental Conservation,"aff1 /// Centre for Human Ecology ///  /// ,  /// University of Edinburgh ///  /// ,  /// 15 Buccleuch Place ///  /// ,  /// Edinburgh EH8 9LN ///  /// ,  /// Scotland ///  /// ,  /// UK ///  /// , Tel.  /// (031) 667 1011 ///  /// ; Telex 727 442 /// aff2 /// 7 Chemin Taverney ///  /// ,  /// 1218 Grand-Saconnex ///  /// ,  /// Geneva ///  /// ,  /// Switzerland ///  ///  Tel.  /// (022) 98 23 83/4 ///  ///  [During 22–28 September at  /// 100 Princes Street ///  /// ,  /// Edinburgh EH2 3AA ///  /// ,  /// Scotland ///  /// ,  /// UK ///  /// . Tel.  /// (031)225 1501 ///  /// ]"
"Senior Researcher, Chair of Environmental Policy and Economics, Institute for Environmental Decisions, ETH Zürich, Universitätstrasse 22, CHN K 76.2, CH-8092 Zürich, Switzerland. Tel: . Email: charles.palmer@env.ethz.ch",University of Zurich,10.1017/S1355770X08005007,http://dx.doi.org/10.1017/S1355770X08005007,"Fuelwood scarcity, energy substitution, and rural livelihoods in Namibia",CHARLES PALMER /// JAMES MACGREGOR,2009,Environment and Development Economics,"aff001 /// Senior Researcher,  /// Chair of Environmental Policy and Economics ///  /// ,  /// Institute for Environmental Decisions ///  /// ,  /// ETH Zürich ///  /// ,  /// Universitätstrasse 22 ///  /// ,  /// CHN K 76.2 ///  /// ,  /// CH-8092 Zürich ///  /// ,  /// Switzerland ///  /// . Tel:  /// +41 44 632 32 25 ///  /// . Email:  /// charles.palmer@env.ethz.ch /// charles.palmer@env.ethz.ch ///  /// aff002 /// Senior Researcher,  /// Environmental Economics Programme ///  /// ,  /// Sustainable Markets Group ///  /// ,  /// International Institute for Environment and Development (IIED) ///  /// ,  /// London ///  /// ,  /// UK ///  /// ."
"President of the Foundation for Environmental Conservation; Secretary-General and Editor of the International Conferences on Environmental Future; Founder and Editor of Environmental Conservation; Convener and General Editor of Environmental Monographs and Symposia, 15 Chemin F.-Lehmann, 1218 Grand-Saconnex, Geneva, Switzerland.",,10.1017/S0376892900020002,http://dx.doi.org/10.1017/S0376892900020002,Our Global Environment and the World Campaign for the Biosphere,Nicholas Polunin,1982,Environmental Conservation,"aff1 /// President of the Foundation for Environmental Conservation ///  /// ;  /// Secretary-General and Editor of the International Conferences on Environmental Future ///  /// ;  /// Founder and Editor of Environmental Conservation ///  /// ;  /// Convener and General Editor of Environmental Monographs and Symposia ///  /// ,  /// 15 Chemin F.-Lehmann ///  /// ,  /// 1218 Grand-Saconnex ///  /// ,  /// Geneva ///  /// ,  /// Switzerland ///  /// ."
"Conservatoire et Jardin botaniques de la Ville de Genève, Case Postale 60, CH-1292 Chambésy/GE, Switzerland. E-mail: laurent.gautier@ville-ge.ch",,10.1017/S096042860800485X,http://dx.doi.org/10.1017/S096042860800485X,TAXONOMIC REVISION OF THE GENUS  () IN MADAGASCAR,V. Plana /// L. Gautier,2008,Edinburgh Journal of Botany,"aff1 /// 1 ///  ///  /// Royal Botanic Garden Edinburgh ///  /// ,  /// 20A Inverleith Row ///  /// ,  /// Edinburgh EH3 5LR ///  /// ,  /// Scotland ///  /// ,  /// UK ///  /// . E-mail:  /// v.plana@rbge.org.uk /// v.plana@rbge.org.uk ///  /// aff2 /// 2 ///  ///  /// Conservatoire et Jardin botaniques de la Ville de Genève ///  /// ,  /// Case Postale 60 ///  /// ,  /// CH-1292 Chambésy/GE ///  /// ,  /// Switzerland ///  /// . E-mail:  /// laurent.gautier@ville-ge.ch /// laurent.gautier@ville-ge.ch /// "
"Institute of Systematic Botany, University of Zürich, Zollikerstrasse 107, 8008 Zürich, Switzerland. email: mendress@systbot.unizh.ch",University of Zurich,10.1017/S0960428607000959,http://dx.doi.org/10.1017/S0960428607000959,", A NEW GENUS OF ,  FROM THE GREATER ANTILLES, MEXICO AND CENTRAL AMERICA",M. E. Endress /// B. F. Hansen,2007,Edinburgh Journal of Botany,"aff1 /// 1 ///  /// Institute of Systematic Botany ///  /// ,  /// simple /// University of Zürich ///  /// ,  /// Zollikerstrasse 107, 8008 Zürich ///  /// ,  /// Switzerland ///  /// . email:  /// mendress@systbot.unizh.ch /// simple /// mendress@systbot.unizh.ch ///  /// aff2 /// 2 ///  /// Department of Biology ///  /// ,  /// simple /// University of South Florida ///  /// ,  /// 4202 E Fowler Ave, Tampa, FL 33620 ///  /// ,  /// USA ///  /// . email:  /// hansen@cas.usf.edu /// simple /// hansen@cas.usf.edu /// "
"Institute of Plant Sciences, Swiss Federal Institute of Technology, Clausiusstr. 21/CLS, 8092 Zurich, Switzerland",ETH Zurich,10.1017/S1742758400018099,http://dx.doi.org/10.1017/S1742758400018099,"Noxiousness of the african white stem borer,  Rag (Pyralidae: Phycitinae) in irrigated paddy fields at lake Alaotra (Madagascar)",G. Bianchi /// B. Rasoloarison /// M. Genini,1993,International Journal of Tropical Insect Science,"aff1 /// 1 ///  ///  /// Institute of Plant Sciences ///  /// ,  /// Swiss Federal Institute of Technology ///  /// ,  /// Clausiusstr. 21/CLS ///  /// ,  /// 8092 Zurich ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// Subdivision Régionale de la Protection des Végétaux (S.R.P.V.) ///  /// ,  /// Station Alaotra 503 ///  /// ,  /// Madagascar ///  /// aff3 /// 3 ///  ///  /// Project “Protection intégrée en riziculture au Lac Alaotra” (PLI) ///  /// ,  /// B.P. 30 ///  /// ,  /// Station Alaotra 503 ///  /// ,  /// Madagascar /// "
"Mathematik, ETH Zentrum, 8092 Zürich, Switzerland E-mail: spinas@math.ethz.ch",ETH Zurich,10.2307/2586752,http://dx.doi.org/10.2307/2586752,Dominating and unbounded free sets,Slawomir Solecki /// Otmar Spinas,1999,The Journal of Symbolic Logic,"aff1 /// Department of Mathematics ///  /// ,  /// Indiana University ///  /// ,  /// Bloomington ///  /// ,  /// IN 47405 ///  /// ,  /// USA ///  ///  E-mail:  /// ssolecki@indiana.edu /// simple /// ssolecki@indiana.edu ///  /// aff2 /// Mathematik ///  /// ,  /// ETH Zentrum ///  /// ,  /// 8092 Zürich ///  /// ,  /// Switzerland ///  ///  E-mail:  /// spinas@math.ethz.ch /// simple /// spinas@math.ethz.ch ///  /// aff3 /// Department of Mathematics ///  /// ,  /// University of California ///  /// ,  /// Los Angeles ///  /// ,  /// CA 90095 ///  /// ,  /// USA ///  /// aff4 /// Department of Mathematics ///  /// ,  /// University of California ///  /// ,  /// Irvine ///  /// ,  /// CA 92717. ///  /// ,  /// USA /// "
"Department of Noncommunicable Disease Prevention and Health Promotion, World Health Organization, CH-1211 Geneva 27, Switzerland",,10.1079/PHN2001300,http://dx.doi.org/10.1079/PHN2001300,Part III. Can we turn back the clock or modify the adverse dynamics? Programme and policy issues,Puska Pekka /// Pietinen Pirjo /// Uusitalo Ulla,2002,Public Health Nutrition,"aff1 /// 1 ///  ///  /// Department of Noncommunicable Disease Prevention and Health Promotion ///  /// ,  /// simple /// World Health Organization ///  /// ,  /// CH-1211 Geneva 27 ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// simple /// National Public Health Institute ///  /// ,  /// Department of Epidemiology and Health Promotion ///  /// ,  /// Helsinki ///  /// ,  /// Finland ///  /// aff3 /// 3 ///  ///  /// simple /// Cornell University ///  /// ,  /// Division of Nutritional Sciences ///  /// ,  /// Ithaca ///  /// ,  /// NY ///  /// ,  /// USA /// "
"UNICEF Regional Office for Central and Eastern Europe and Commonwealth of Independent States, 5–7 Avenue de la Paix, CH 1211 Geneva 10, Switzerland",,10.1017/S1368980008003261,http://dx.doi.org/10.1017/S1368980008003261,Child nutrition in countries of the Commonwealth of Independent States: time to redirect strategies?,Adriano Cattaneo /// Arnold Timmer /// Tamara Bomestar /// Jenny Bua /// Sanjiv Kumar /// Giorgio Tamburlini,2008,Public Health Nutrition,"aff1 /// 1 ///  /// Unit for Health Services Research and International Health ///  /// ,  /// Institute for Child Health IRCCS Burlo Garofolo ///  /// ,  /// Via dell’Istria 65/1 ///  /// ,  /// Trieste ///  /// ,  /// Italy ///  /// aff2 /// 2 ///  /// UNICEF Regional Office for Central and Eastern Europe and Commonwealth of Independent States ///  /// ,  /// 5–7 Avenue de la Paix ///  /// ,  /// CH 1211 Geneva 10 ///  /// ,  /// Switzerland /// "
"Astronomisches Institut der Universität Basel, 4102 Binningen, Switzerland",University of Basel,10.1071/AS07006,http://dx.doi.org/10.1071/AS07006,Volume-Limited Dependent Galactic Model Parameters,S. Karaali /// S. Bilir /// E. Yaz /// E. Hamzaoğlu /// R. Buser,2007,Publications of the Astronomical Society of Australia,"aff1 /// A ///  ///  /// Beykent University ///  /// , Faculty of Science and Letters, Department of Mathematics and Computing, Beykent 34398, Istanbul, Turkey /// aff2 /// B ///  ///  /// Istanbul University Science Faculty ///  /// , Department of Astronomy and Space Sciences, 34119 Istanbul, Turkey /// aff3 /// C ///  ///  /// Beykent University ///  /// , Faculty of Engineering and Architecture, Department of Computer Engineering, Beykent 34398, Istanbul, Turkey /// aff4 /// D ///  ///  /// Astronomisches Institut der Universität Basel ///  /// , 4102 Binningen, Switzerland"
"University of Geneva, Laboratory of Crystallography, 24 Quai E. Ansermet, CH-1211 Geneva 4, Switzerland",University of Geneva,10.1154/1.1566957,http://dx.doi.org/10.1154/1.1566957,Rietveld refinement for indium nitride in the 105–295 K range,W. Paszkowicz /// R. Černý /// S. Krukowski,2003,Powder Diffraction,"aff1 /// Institute of Physics, Polish Academy of Sciences, Al. Lotnikow 32/46, 02-668 Warsaw, Poland ///  /// aff2 /// University of Geneva, Laboratory of Crystallography, 24 Quai E. Ansermet, CH-1211 Geneva 4, Switzerland ///  /// aff3 /// High-Pressure Research Centre, Polish Academy of Sciences, 01-142 Warsaw, ul. Sokołowska 29/37, Poland /// "
"Swiss Tropical Institute, PO Box 4002, Basel, Switzerland",,10.1017/S0031182000081488,http://dx.doi.org/10.1017/S0031182000081488,Absence of relationships between selected human factors and natural infectivity of  to mosquitoes in an area of high transmission,H. Haji /// T. Smith /// J. D. Charlwood /// J. H. Meuwissen,1996,Parasitology,"aff1 /// 1 ///  ///  /// Ifakara Centre ///  /// ,  /// PO Box 53 ///  /// ,  /// Ifakara ///  /// ,  /// Tanzania ///  /// aff2 /// 2 ///  ///  /// Ministry of Health ///  /// ,  /// PO Box 236 ///  /// ,  /// Zanzibar ///  /// ,  /// Tanzania ///  /// aff3 /// 3 ///  ///  /// Swiss Tropical Institute ///  /// ,  /// PO Box 4002 ///  /// ,  /// Basel ///  /// ,  /// Switzerland ///  /// aff4 /// 4 ///  ///  /// Department of Medical Microbiology ///  /// ,  /// University of Nijmegen ///  /// ,  /// PO Box 9101 ///  /// ,  /// 6500 HB ///  /// ,  /// The Netherlands /// "
"Wenger Chemtech, CH-4125Riehen, Switzerland",,10.1017/S003118200700371X,http://dx.doi.org/10.1017/S003118200700371X,Anti- effects of cyclosporin A derivatives: possible role of a P-glycoprotein and parasite cyclophilins,J. BÚA /// L. E. FICHERA /// A. G. FUCHS /// M. POTENZA /// M. DUBIN /// R. O. WENGER /// G. MORETTI /// C. M. SCABONE /// A. M. RUIZ,2008,Parasitology,"aff001 /// 1 ///  ///  /// Instituto Nacional de Parasitología “Dr. Mario Fatala Chabén” ///  /// simple /// ANLIS Carlos G. Malbrán ///  /// ,  /// Buenos Aires ///  /// ,  /// Argentina ///  /// aff002 /// 2 ///  ///  /// Centro de Estudios Farmacológicos y Botánicos ///  /// ,  /// Facultad de Medicina ///  /// ,  /// simple /// Universidad de Buenos Aires ///  /// ,  /// Buenos Aires ///  /// ,  /// Argentina ///  /// aff003 /// 3 ///  ///  /// Centro de altos estudios de Ciencias de la Salud ///  /// ,  /// simple /// Universidad Abierta Interamericana ///  /// ,  /// Buenos Aires ///  /// ,  /// Argentina ///  /// aff004 /// 4 ///  ///  /// simple /// Wenger Chemtech ///  /// ,  /// CH-4125 ///  /// Riehen ///  /// ,  /// Switzerland /// "
"Swiss Tropical Institute, Socinstrasse 57, 4002 Basel, Switzerland",,10.1017/S0031182000079403,http://dx.doi.org/10.1017/S0031182000079403,Characterization of  trypanosomes from European Cervidae,R. Böse /// K. Petersen /// H. Pospichal /// N. Buchanan /// A. Tait,1993,Parasitology,"aff1 /// 1 ///  ///  /// Institute of Parasitology ///  /// ,  /// School of Veterinary Medicine ///  /// ,  /// Bünteweg 17 ///  /// ,  /// 3000 Hannover 71 ///  /// ,  /// Germany ///  /// aff2 /// 2 ///  ///  /// Swiss Tropical Institute ///  /// ,  /// Socinstrasse 57 ///  /// ,  /// 4002 Basel ///  /// ,  /// Switzerland ///  /// aff3 /// 3 ///  ///  /// Wellcome Unit of Molecular Parasitology ///  /// ,  /// Department of Veterinary Parasitology ///  /// ,  /// University of Glasgow ///  /// ,  /// Bearsden Road ///  /// ,  /// Glasgow G61 IQH ///  /// ,  /// UK /// "
"Institute of Parasitology, Vetsuisse Faculty, University of Bern, Längass-Strasse 122, 3012Bern, Switzerland",University of Bern,10.1017/S0031182009991612,http://dx.doi.org/10.1017/S0031182009991612,The genomic  microsatellite EmsB sequences: from a molecular marker to the epidemiological tool,J. KNAPP /// J. M. BART /// S. MAILLARD /// B. GOTTSTEIN /// R. PIARROUX,2010,Parasitology,"aff001 /// 1 ///  ///  /// Laboratory of Chrono-Environment, Department of Parasitology, UMR CNRS 6249, usc INRA ///  /// ,  /// University of Franche-Comté ///  /// ,  /// 19 rue Ambroise Paré ///  /// ,  /// 25030 ///  /// Besançon ///  /// ,  /// France ///  /// aff002 /// 2 ///  ///  /// Institute of Parasitology, Vetsuisse Faculty ///  /// ,  /// University of Bern ///  /// ,  /// Längass-Strasse 122 ///  /// ,  /// 3012 ///  /// Bern ///  /// ,  /// Switzerland ///  /// aff003 /// 3 ///  ///  /// Department of Parasitology and Mycology ///  /// ,  /// Hôpital la Timone ///  /// ,  /// 13005 ///  /// Marseille ///  /// ,  /// France /// "
"Theoretical Physics, University of Geneva, 1211 Geneva 4, Switzerland",University of Geneva,10.1071/AS04079,http://dx.doi.org/10.1071/AS04079,Probing the Origins of Voids in the Distribution of Galaxies,Louise M. Ord /// Martin Kunz /// Hugues Mathis /// Joseph Silk,2005,Publications of the Astronomical Society of Australia,"aff1 /// A ///  ///  /// Department of Astrophysics & Optics, School of Physics,  /// University of New South Wales ///  /// , Sydney NSW 2052, Australia /// aff2 /// B ///  ///  /// Astronomy Centre,  /// University of Sussex ///  /// , Brighton BN1 9QJ, UK /// aff3 /// C ///  ///  /// Theoretical Physics,  /// University of Geneva ///  /// , 1211 Geneva 4, Switzerland /// aff4 /// D ///  ///  /// Astrophysics, Denys Wilkinson Building,  /// University of Oxford ///  /// , Oxford OX1 3RH, UK"
"Swiss Tropical Institute, Socinstrasse 57, CH 4002 Basel, Switzerland",,10.1017/S0031182000078422,http://dx.doi.org/10.1017/S0031182000078422,The development and validation of an age-structured model for the evaluation of disease control strategies for intestinal helminths,M. S. Chan /// H. L. Guyatt /// D. A. P. Bundy /// G. F. Medley,1994,Parasitology,"aff1 /// 1 ///  ///  /// WHO Collaborating Centre for the Epidemiology of Intestinal Parasitic Infections ///  /// ,  /// Department of Biology ///  /// ,  /// ImperialCollege ///  /// ,  /// London SW7 2BB ///  /// ,  /// UK ///  /// aff2 /// 2 ///  ///  /// Swiss Tropical Institute ///  /// ,  /// Socinstrasse 57 ///  /// ,  /// CH 4002 Basel ///  /// ,  /// Switzerland ///  /// aff3 /// 3 ///  ///  /// Analysis and Management Group ///  /// ,  /// Department of Biological Sciences ///  /// ,  /// University of Warwick ///  /// ,  /// Coventry CV4 7AL ///  /// ,  /// UK /// "
"PS-Division, CERN, 1211 Geneva, Switzerland",,10.1017/S026303460001171X,http://dx.doi.org/10.1017/S026303460001171X,Multiply charged ions from iodine laser-produced plasma of medium- and high- targets,J. Krása /// L. Láska /// K. Mašek /// M. Pfeifer /// B. Králiková /// J. Skála /// P. Straka /// K. Rohlena /// W. Mróz /// E. Woryna /// P. Parys /// J. Wołowski /// H. Haseroth /// A. A. Golubev /// B. Yu. Sharkov,1998,Laser and Particle Beams,"aff1 /// * ///  /// Institute of Physics ///  /// ,  /// AS CR ///  /// ,  /// 180 40 Prague ///  /// ,  /// Czech Republic ///  /// aff2 /// ** ///  /// Institute of Optoelectronics ///  /// ,  /// MUT ///  /// ,  /// 01 489 Warsaw ///  /// ,  /// Poland ///  /// aff3 /// † ///  /// Institute of Plasma Physics and Laser Microfusion ///  /// ,  /// 00 908 Warsaw ///  /// ,  /// Poland ///  /// aff4 /// ‡ ///  /// PS-Division ///  /// ,  /// CERN ///  /// ,  /// 1211 Geneva ///  /// ,  /// Switzerland ///  /// aff5 /// § ///  /// Institute of Theoretical and Experimental Physics ///  /// ,  /// 117 259 Moscow ///  /// ,  /// Russia /// "
"Department of Integrative Biology, Section of Conservation Biology (NLU), University of Basel, St Johanns-Vorstadt 10, CH-4056 Basel, Switzerland.",University of Basel,10.1006/lich.2001.0355,http://dx.doi.org/10.1006/lich.2001.0355,Viability of lichen photobionts after passing through the digestive tract of a land snail,Lars Froberg /// Lars Olof Björn /// Anette Baur /// Bruno Baur,2001,The Lichenologist,"aff1 /// Department of Systematic Botany ///  /// ,  /// simple /// University of Lund ///  /// ,  /// Ostra Vallgatan 14-20 ///  /// ,  /// SE-223 61 Lund ///  /// ,  /// Sweden ///  /// . /// aff2 /// Department of Plant Physiology ///  /// ,  /// simple /// University of Lund ///  /// ,  /// Box 117 ///  /// ,  /// SE-221 00 Lund ///  /// ,  /// Sweden ///  /// . /// aff3 /// Department of Integrative Biology ///  /// ,  /// Section of Conservation Biology (NLU) ///  /// ,  /// simple /// University of Basel ///  /// ,  /// St Johanns-Vorstadt 10 ///  /// ,  /// CH-4056 Basel ///  /// ,  /// Switzerland ///  /// ."
