springer id,title,eissn,pissn,number of articles,minYear,maxYear,cardinality,missing years
13596,Oriental Pharmacy and Experimental Medicine,2211-1069,1598-2386,202,2011.0,2015.0,5,0.0
40502,Indian Journal of Plant Physiology,0974-0252,0019-5502,202,2013.0,2016.0,4,0.0
12602,Probiotics and Antimicrobial Proteins,1867-1314,1867-1306,200,2009.0,2015.0,7,0.0
13201,Applied Water Science,2190-5495,2190-5487,199,2011.0,2015.0,5,0.0
10713,The GENEVA Papers on Risk and Insurance Theory,1573-6954,0926-4957,198,1990.0,2007.0,18,0.0
12078,Chemosensory Perception,1936-5810,1936-5802,198,2008.0,2015.0,8,0.0
40094,Journal of Theoretical and Applied Physics,2251-7235,1735-9325,198,2012.0,2016.0,5,0.0
12208,International Review on Public and Nonprofit Marketing,1865-1992,1865-1984,197,2004.0,2015.0,12,0.0
13348,Collectanea Mathematica,2038-4815,0010-0757,197,2008.0,2016.0,9,0.0
10794,Integrated Pest Management Reviews,1572-9745,1353-5226,196,1995.0,2002.0,8,0.0
11129,Quantitative Marketing and Economics,1573-711X,1570-7156,196,2003.0,2015.0,13,0.0
11634,Advances in Data Analysis and Classification,1862-5355,1862-5347,196,2007.0,2015.0,9,0.0
13545,Oceanological and Hydrobiological Studies,1897-3191,1730-413X,196,2011.0,2014.0,4,0.0
13659,Natural Products and Bioprospecting,2192-2209,2192-2195,196,2011.0,2016.0,6,0.0
11147,Review of Derivatives Research,1573-7144,1380-6645,195,1996.0,2015.0,18,2.0
11459,Frontiers of Economics in China,1673-3568,1673-3444,195,2006.0,2011.0,6,0.0
13347,Philosophy & Technology,2210-5441,2210-5433,195,2011.0,2015.0,5,0.0
144,CHANCE,1867-2280,0933-2480,194,2008.0,2011.0,4,0.0
11463,Frontiers of Law in China,1673-3541,1673-3428,194,2006.0,2011.0,6,0.0
40032,Journal of The Institution of Engineers (India): Series C,2250-0553,2250-0545,194,2012.0,2016.0,5,0.0
10202,Poiesis & Praxis,1615-6617,1615-6609,193,2001.0,2012.0,11,1.0
11789,Clinical Research in Cardiology Supplements,1861-0714,1861-0706,193,2006.0,2015.0,9,1.0
12452,JGZ Tijdschrift voor jeugdgezondheidszorg,1876-598X,1567-8644,193,2012.0,2016.0,5,0.0
12520,Archaeological and Anthropological Sciences,1866-9565,1866-9557,193,2009.0,2015.0,7,0.0
12544,European Transport Research Review,1866-8887,1867-0717,192,2009.0,2016.0,8,0.0
13330,Arid Ecosystems,2079-0988,2079-0961,192,2011.0,2015.0,5,0.0
40415,Brazilian Journal of Botany,1806-9959,0100-8404,192,2013.0,2015.0,3,0.0
41106,Annals of Behavioral Science and Medical Education,1075-1211,1075-1211,190,2010.0,2015.0,6,0.0
770,Europhysics News,1432-1092,0531-7479,189,1997.0,2000.0,4,0.0
596,Kidney,1865-5068,0940-7936,188,2008.0,2010.0,3,0.0
13222,Datenbank-Spektrum,1610-1995,1618-2162,187,2010.0,2015.0,6,0.0
11693,Systems and Synthetic Biology,1872-5333,1872-5325,185,2007.0,2015.0,9,0.0
40555,Zoological Studies,1810-522X,,185,2013.0,2015.0,3,0.0
40844,Evolutionary and Institutional Economics Review,2188-2096,1349-4961,185,2004.0,2015.0,12,0.0
11370,Intelligent Service Robotics,1861-2784,1861-2776,184,2008.0,2016.0,9,0.0
12668,BioNanoScience,2191-1649,2191-1630,184,2011.0,2015.0,5,0.0
13319,3D Research,2092-6731,,184,2010.0,2016.0,7,0.0
13163,Revista Matemática Complutense,1988-2807,1139-1138,183,2010.0,2016.0,7,0.0
40003,Agricultural Research,2249-7218,2249-720X,182,2012.0,2015.0,4,0.0
12127,International Journal for Ion Mobility Spectrometry,1865-4584,1435-6163,180,2008.0,2015.0,8,0.0
13679,Current Obesity Reports,2162-4968,,180,2012.0,2015.0,4,0.0
12551,Biophysical Reviews,1867-2469,1867-2450,179,2009.0,2015.0,7,0.0
12651,Journal for Labour Market Research,1867-8343,1614-3485,179,2009.0,2015.0,7,0.0
282,Hematology and Cell Therapy,1279-8509,1269-3286,178,1996.0,2000.0,4,1.0
10848,International Journal of Sexuality and Gender Studies,1573-8167,1566-1768,178,1997.0,2002.0,6,0.0
12151,focus neurogeriatrie,1864-1962,1864-1954,178,2007.0,2009.0,3,0.0
12362,Bulletin volcanologique,1432-0819,0366-483x,178,1924.0,1931.0,8,0.0
13272,CEAS Aeronautical Journal,1869-5590,1869-5582,178,2011.0,2016.0,6,0.0
17,Elemente der Mathematik,1420-8962,0013-6018,177,1997.0,2004.0,8,0.0
12002,Siberian Advances in Mathematics,1934-8126,1055-1344,177,2007.0,2015.0,9,0.0
40096,Mathematical Sciences,2251-7456,2008-1359,177,2012.0,2015.0,4,0.0
11066,NETNOMICS: Economic Research and Electronic Networking,1573-7071,1385-9587,176,1999.0,2015.0,16,1.0
11918,Current Prostate Reports,1544-225X,1544-1865,176,2003.0,2009.0,7,0.0
12004,Mathematical Methods of Statistics,1934-8045,1066-5307,176,2007.0,2015.0,9,0.0
12312,Forum,2190-9784,0947-0255,176,2011.0,2016.0,6,0.0
13367,Korea-Australia Rheology Journal,2093-7660,1226-119X,176,2011.0,2015.0,5,0.0
13730,CEN Case Reports,2192-4449,,176,2012.0,2015.0,4,0.0
12392,Zeitschrift für Politikberatung,1865-4797,1865-4789,175,2008.0,2011.0,4,0.0
11500,Polymer Science Series C,1555-614X,1811-2382,174,2006.0,2015.0,10,0.0
12402,ADHD Attention Deficit and Hyperactivity Disorders,1866-6647,1866-6116,174,2009.0,2015.0,7,0.0
13749,Nutrafoods,2240-5291,1827-8590,174,2010.0,2015.0,6,0.0
10108,Spanish Economic Review,1435-5477,1435-5469,173,1999.0,2009.0,11,0.0
10952,Journal of Systems Integration,1573-8787,0925-4676,173,1991.0,2001.0,11,0.0
11761,Service Oriented Computing and Applications,1863-2394,1863-2386,173,2007.0,2016.0,10,0.0
11943,AStA Wirtschafts- und Sozialstatistisches Archiv,1863-8163,1863-8155,173,2007.0,2015.0,9,0.0
12293,Memetic Computing,1865-9292,1865-9284,173,2009.0,2016.0,8,0.0
12307,Cancer Microenvironment,1875-2284,1875-2292,173,2008.0,2015.0,8,0.0
159,The Astronomy and Astrophysics Review,1432-0754,0935-4956,172,1989.0,2016.0,26,2.0
12403,"Water Quality, Exposure and Health",1876-1666,1876-1658,172,2009.0,2015.0,7,0.0
13202,Journal of Petroleum Exploration and Production Technology,2190-0566,2190-0558,172,2011.0,2016.0,6,0.0
13300,Diabetes Therapy,1869-6961,1869-6953,172,2010.0,2015.0,6,0.0
40270,American Journal of Pharmacogenomics,,1175-2203,172,2001.0,2005.0,5,0.0
11525,Morphology,1871-5656,1871-5621,171,2006.0,2015.0,10,0.0
12310,School Mental Health,1866-2633,1866-2625,171,2009.0,2016.0,8,0.0
13399,Biomass Conversion and Biorefinery,2190-6823,2190-6815,171,2011.0,2016.0,6,0.0
40314,Computational and Applied Mathematics,1807-0302,0101-8205,171,2013.0,2015.0,3,0.0
40773,Dublin Journal of Medical Science (1920-1922),0790-231X,,170,1920.0,1922.0,3,0.0
13631,La Rivista Italiana della Medicina di Laboratorio - Italian Journal of Laboratory Medicine,2039-6821,1825-859X,169,2011.0,2015.0,5,0.0
40277,PharmacoEconomics Spanish Research Articles,1989-5453,1695-405X,169,2005.0,2016.0,12,0.0
13637,EURASIP Journal on Bioinformatics and Systems Biology,1687-4153,,168,2006.0,2016.0,11,0.0
11020,Mental Health Services Research,1573-6636,1522-3434,167,1999.0,2005.0,7,0.0
11462,Frontiers of History in China,1673-3525,1673-3401,167,2006.0,2011.0,6,0.0
11787,Logica Universalis,1661-8300,1661-8297,167,2007.0,2015.0,9,0.0
40031,Journal of The Institution of Engineers (India): Series B,2250-2114,2250-2106,167,2012.0,2016.0,5,0.0
40095,International Journal of Energy and Environmental Engineering,2251-6832,2008-9163,167,2012.0,2015.0,4,0.0
40145,Journal of Advanced Ceramics,2227-8508,2226-4108,167,2012.0,2015.0,4,0.0
40534,Journal of Modern Transportation,2196-0577,2095-087X,167,2011.0,2015.0,5,0.0
11989,Bulletin of the Crimean Astrophysical Observatory,1934-7863,0190-2717,166,2007.0,2014.0,8,0.0
12082,Ernährung - Wissenschaft und Praxis,1864-3914,1864-3825,166,2007.0,2008.0,2,0.0
40097,Journal of Nanostructure in Chemistry,2193-8865,2008-9244,166,2012.0,2015.0,4,0.0
10332,Revue Francophone de Psycho-Oncologie,1765-2863,1760-4133,165,2004.0,2006.0,3,0.0
12534,Sport- und Präventivmedizin,1867-1985,1867-1977,165,2009.0,2011.0,3,0.0
12932,Geochemical Transactions,1467-4866,,165,2000.0,2015.0,16,0.0
499,Journal of Materials Shaping Technology,,0931-704X,163,1987.0,1991.0,5,0.0
11782,Frontiers of Business Research in China,1673-7431,1673-7326,163,2007.0,2011.0,5,0.0
12518,Applied Geomatics,1866-928X,1866-9298,163,2009.0,2016.0,8,0.0
40098,Indian Geotechnical Journal,2277-3347,0971-9555,163,2012.0,2016.0,5,0.0
40565,Journal of Modern Power Systems and Clean Energy,2196-5420,2196-5625,163,2013.0,2016.0,4,0.0
41239,International Journal of Educational Technology in Higher Education,2365-9440,,163,2010.0,2016.0,7,0.0
11054,"Nonlinear Dynamics, Psychology, and Life Sciences",1573-6652,1090-0578,162,1997.0,2003.0,7,0.0
11846,Review of Managerial Science,1863-6691,1863-6683,162,2007.0,2016.0,10,0.0
40211,neuropsychiatrie,2194-1327,0948-6259,162,2012.0,2015.0,4,0.0
40334,Physical Mesomechanics,1990-5424,1029-9599,162,2004.0,2015.0,5,7.0
11088,Plasmas and Polymers,1572-8978,1084-0184,161,1996.0,2004.0,9,0.0
40089,International Nano Letters,2228-5326,2008-9295,161,2012.0,2015.0,4,0.0
40529,Botanical Studies,1999-3110,,161,2013.0,2015.0,3,0.0
40732,The Psychological Record,2163-3452,0033-2933,161,2014.0,2016.0,3,0.0
12543,Fuzzy Information and Engineering,1616-8666,1616-8658,160,2009.0,2013.0,5,0.0
35,Botanica Helvetica,1420-9063,0253-1453,159,2005.0,2015.0,11,0.0
12595,Proceedings of the Zoological Society,0974-6919,0373-5893,159,2009.0,2015.0,7,0.0
10258,Portuguese Economic Journal,1617-9838,1617-982X,158,2002.0,2015.0,14,0.0
12375,Annalen der Philosophie und philosophischen Kritik,1866-6175,0165-0106,158,1924.0,1929.0,4,2.0
40336,Clinical and Translational Imaging,2281-7565,2281-5872,158,2013.0,2016.0,4,0.0
12198,Journal of Transportation Security,1938-775X,1938-7741,156,2008.0,2015.0,8,0.0
12552,Race and Social Problems,1867-1756,1867-1748,156,2009.0,2015.0,7,0.0
12688,rheuma plus,2191-2610,1868-260X,156,2011.0,2016.0,6,0.0
13196,Journal of the Indian Academy of Wood Science,0976-8432,0972-172X,156,2010.0,2015.0,6,0.0
13386,Geochronometria,1897-1695,1733-8387,156,2011.0,2014.0,4,0.0
13561,Health Economics Review,2191-1991,,156,2011.0,2015.0,5,0.0
11226,Substance Abuse,1573-6733,0889-7077,155,1998.0,2003.0,6,0.0
12042,Tropical Plant Biology,1935-9764,1935-9756,154,2008.0,2015.0,8,0.0
12280,"East Asian Science, Technology and Society: an International Journal",1875-2152,1875-2160,154,2007.0,2010.0,4,0.0
12451,Jeugdbeleid,1876-6056,1873-9482,154,2012.0,2015.0,4,0.0
12667,Energy Systems,1868-3975,1868-3967,153,2010.0,2016.0,7,0.0
13237,The Nucleus,0976-7975,0029-568X,153,2010.0,2015.0,6,0.0
13539,"Journal of Cachexia, Sarcopenia and Muscle",2190-6009,2190-5991,153,2010.0,2014.0,5,0.0
13636,"EURASIP Journal on Audio, Speech, and Music Processing",1687-4722,,152,2011.0,2016.0,6,0.0
40477,Journal of Ultrasound,1876-7931,,152,2013.0,2015.0,3,0.0
10491,Advanced Performance Materials,1572-8765,0929-1881,151,1994.0,1999.0,6,0.0
12156,Oncology Reviews,1970-5565,1970-5557,151,2007.0,2011.0,5,0.0
10828,The Journal of Comparative Germanic Linguistics,1572-8552,1383-4924,150,1997.0,2015.0,18,1.0
11579,Mathematics and Financial Economics,1862-9660,1862-9679,149,2007.0,2016.0,10,0.0
12572,International Journal of Advances in Engineering Sciences and Applied Mathematics,0975-5616,0975-0770,149,2009.0,2015.0,7,0.0
40092,Journal of Industrial Engineering International,2251-712X,1735-5702,149,2012.0,2016.0,5,0.0
11409,Metacognition and Learning,1556-1631,1556-1623,148,2006.0,2015.0,10,0.0
13670,Current Geriatrics Reports,2162-4941,,147,2012.0,2015.0,4,0.0
13668,Current Nutrition Reports,2161-3311,,146,2012.0,2015.0,4,0.0
40510,Progress in Orthodontics,2196-1042,,146,2013.0,2016.0,4,0.0
11168,Research on Language and Computation,1572-8706,1570-7075,145,2003.0,2010.0,8,0.0
11457,Journal of Maritime Archaeology,1557-2293,1557-2285,145,2006.0,2015.0,10,0.0
12154,Journal of Chemical Biology,1864-6166,1864-6158,145,2008.0,2016.0,9,0.0
12685,Water History,1877-7244,1877-7236,145,2009.0,2015.0,7,0.0
40134,Current Radiology Reports,2167-4825,,145,2013.0,2016.0,4,0.0
13235,Dynamic Games and Applications,2153-0793,2153-0785,144,2011.0,2016.0,6,0.0
11198,Sepsis,1573-7411,1385-0229,143,1997.0,2001.0,5,0.0
12387,Journal of Applied Metalworking,,0162-9700,143,1978.0,1987.0,9,1.0
40792,Surgical Case Reports,2198-7793,,143,2015.0,2016.0,2,0.0
10013,Vietnam Journal of Mathematics,2305-2228,2305-221X,142,2013.0,2015.0,3,0.0
10650,European Journal for Education Law and Policy,1573-1715,1386-8349,142,1998.0,2002.0,5,0.0
12241,Europäisches Journal für Minderheitenfragen,1865-1097,1865-1089,142,2008.0,2012.0,5,0.0
40658,EJNMMI Physics,2197-7364,,142,2014.0,2016.0,3,0.0
12371,Geoheritage,1867-2485,1867-2477,141,2009.0,2015.0,7,0.0
13753,International Journal of Disaster Risk Science,2192-6395,2095-0055,141,2010.0,2015.0,6,0.0
40435,International Journal of Dynamics and Control,2195-2698,2195-268X,141,2013.0,2016.0,4,0.0
12186,Vocations and Learning,1874-7868,1874-785X,139,2008.0,2015.0,8,0.0
13349,Journal of Civil Structural Health Monitoring,2190-5479,2190-5452,139,2011.0,2015.0,5,0.0
35834,Zeitschrift für Bildungsforschung,2190-6904,2190-6890,139,2011.0,2015.0,5,0.0
11403,Journal of Economic Interaction and Coordination,1860-7128,1860-711X,138,2006.0,2015.0,10,0.0
11702,Frontiers of Literary Studies in China,1673-7423,1673-7318,138,2007.0,2011.0,5,0.0
13021,Carbon Balance and Management,1750-0680,,138,2006.0,2016.0,11,0.0
11800,Psychosomatik und Konsiliarpsychiatrie,1862-8826,1862-8818,137,2006.0,2008.0,3,0.0
12061,Applied Spatial Analysis and Policy,1874-4621,1874-463X,137,2008.0,2015.0,8,0.0
12076,Letters in Spatial and Resource Sciences,1864-404X,1864-4031,137,2008.0,2015.0,8,0.0
40140,Current Anesthesiology Reports,2167-6275,,137,2013.0,2015.0,3,0.0
40300,METRON,2281-695X,0026-1424,137,2010.0,2015.0,6,0.0
40306,Acta Mathematica Vietnamica,2315-4144,0251-4184,137,2013.0,2016.0,4,0.0
10907,Journal of the Gay and Lesbian Medical Association,1573-3637,1090-7173,136,1997.0,2002.0,6,0.0
40065,Arabian Journal of Mathematics,2193-5351,2193-5343,136,2012.0,2016.0,5,0.0
40840,Bulletin of the Malaysian Mathematical Sciences Society,2180-4206,0126-6705,136,2015.0,2016.0,2,0.0
13174,Journal of Internet Services and Applications,1869-0238,1867-4828,135,2010.0,2016.0,7,0.0
12530,Evolving Systems,1868-6486,1868-6478,134,2010.0,2016.0,7,0.0
13219,Bulletins et mémoires de la Société d'anthropologie de Paris,1777-5469,0037-8984,134,2010.0,2016.0,7,0.0
40030,Journal of The Institution of Engineers (India): Series A,2250-2157,2250-2149,134,2012.0,2015.0,4,0.0
10760,International Journal of Group Tensions,1573-3408,0047-0732,133,1997.0,2002.0,5,1.0
11301,Journal für Betriebswirtschaft,1614-631X,0344-9327,133,2005.0,2015.0,11,0.0
13669,Current Obstetrics and Gynecology Reports,2161-3303,,133,2012.0,2015.0,4,0.0
11868,Journal of Pseudo-Differential Operators and Applications,1662-999X,1662-9981,132,2010.0,2015.0,6,0.0
12588,International Journal of Plastics Technology,0975-072X,0972-656X,132,2009.0,2014.0,6,0.0
13129,The European Physical Journal H,2102-6467,2102-6459,132,2010.0,2015.0,6,0.0
12065,Evolutionary Intelligence,1864-5917,1864-5909,131,2008.0,2015.0,8,0.0
13570,Pastoralism,2041-7136,,131,2011.0,2016.0,6,0.0
40169,Clinical and Translational Medicine,2001-1326,,131,2012.0,2016.0,5,0.0
41045,Praktische Huisartsgeneeskunde,2405-867X,2405-8661,131,2015.0,2015.0,1,0.0
10636,Dreaming,1573-3351,1053-0797,130,1998.0,2003.0,6,0.0
40324,SeMA Journal,2254-3902,1575-9822,130,2010.0,2016.0,7,0.0
40954,Huisarts Nu,2405-7827,0775-0501,130,2015.0,2016.0,2,0.0
10123,International Microbiology,1618-1905,1139-6709,129,2001.0,2003.0,3,0.0
11161,Risk Analysis,1573-9147,0272-4332,129,1998.0,1999.0,2,0.0
12095,Cryptography and Communications,1936-2455,1936-2447,129,2009.0,2015.0,7,0.0
40739,HEADline,2352-1767,2210-4887,129,2014.0,2015.0,2,0.0
10564,CATTECH,1572-8811,1384-6566,128,2000.0,2003.0,4,0.0
13203,Applied Petrochemical Research,2190-5533,2190-5525,128,2012.0,2015.0,4,0.0
13209,SERIEs,1869-4195,1869-4187,127,2010.0,2015.0,6,0.0
11201,Silicon Chemistry,1572-8994,1569-0660,126,2002.0,2008.0,6,1.0
11698,Cliometrica,1863-2513,1863-2505,126,2007.0,2016.0,10,0.0
13291,Jahresbericht der Deutschen Mathematiker-Vereinigung,1869-7135,0012-0456,126,2010.0,2015.0,6,0.0
12561,Statistics in Biosciences,1867-1772,1867-1764,125,2009.0,2015.0,7,0.0
11369,Business Economics,0007-666X,,124,2005.0,2008.0,4,0.0
12030,NanoBiotechnology,1551-1294,1551-1286,124,2005.0,2009.0,5,0.0
12159,Logistics Research,1865-0368,1865-035X,124,2009.0,2016.0,8,0.0
12301,African Journal of Urology,1961-9987,1110-5704,124,2008.0,2011.0,4,0.0
12393,Food Engineering Reviews,1866-7929,1866-7910,124,2009.0,2016.0,8,0.0
40287,Toxicological Reviews,,1176-2551,124,2002.0,2006.0,5,0.0
40803,Hague Journal on the Rule of Law,1876-4053,1876-4045,124,2009.0,2015.0,7,0.0
12133,Metaphysica,1874-6373,1437-2053,123,2007.0,2013.0,7,0.0
13671,Current Dermatology Reports,2162-4933,,123,2012.0,2015.0,4,0.0
40137,Current Surgery Reports,2167-4817,,123,2013.0,2016.0,4,0.0
40436,Advances in Manufacturing,2195-3597,2095-3127,123,2013.0,2015.0,3,0.0
10931,Journal of Psychotherapy Integration,1573-3696,1053-0479,122,1997.0,2001.0,5,0.0
13705,"Energy, Sustainability and Society",2192-0567,,122,2011.0,2015.0,5,0.0
12354,Zeitschrift für Management,1865-9012,1861-4264,120,2006.0,2011.0,6,0.0
13665,Current Respiratory Care Reports,2161-332X,,120,2012.0,2015.0,4,0.0
40069,International Journal of Concrete Structures and Materials,2234-1315,1976-0485,120,2012.0,2015.0,4,0.0
40090,International Journal of Industrial Chemistry,2228-5547,2228-5970,120,2012.0,2015.0,4,0.0
40353,MTZ industrial,2194-8690,2194-8682,120,2011.0,2015.0,5,0.0
12062,Journal of Population Ageing,1874-7876,1874-7884,119,2008.0,2015.0,8,0.0
10105,EPJ direct,1435-3725,1435-3725,118,2000.0,2003.0,4,0.0
11568,Genomic Medicine,1871-7942,1871-7934,118,2007.0,2015.0,9,0.0
12472,Netherlands journal of psychology,1876-8768,1872-552X,118,2004.0,2009.0,6,0.0
13194,European Journal for Philosophy of Science,1879-4920,1879-4912,118,2011.0,2016.0,6,0.0
11473,"Archaeology, Ethnology and Anthropology of Eurasia",1531-832X,1563-0110,117,2006.0,2007.0,2,0.0
40329,Lettera Matematica,2281-5937,2281-6917,117,2013.0,2015.0,3,0.0
40622,DECISION,2197-1722,0304-0941,117,2013.0,2016.0,4,0.0
11812,Wiener klinische Wochenschrift Education,1863-3765,1863-3579,116,2006.0,2015.0,10,0.0
13165,Organic Agriculture,1879-4246,1879-4238,116,2011.0,2016.0,6,0.0
13385,European Actuarial Journal,2190-9741,2190-9733,116,2011.0,2015.0,5,0.0
11721,Swarm Intelligence,1935-3820,1935-3812,115,2007.0,2015.0,9,0.0
12553,Health and Technology,2190-7196,2190-7188,115,2011.0,2015.0,5,0.0
40843,Science China Materials,2199-4501,2095-8226,115,2014.0,2016.0,3,0.0
11838,wissen kompakt,2190-3816,1863-2637,114,2010.0,2016.0,7,0.0
10859,Journal of Aging and Identity,1573-3491,1087-3732,113,1998.0,2002.0,5,0.0
12326,hautnah,2192-6484,1866-2250,113,2012.0,2016.0,5,0.0
40615,Journal of Racial and Ethnic Health Disparities,2196-8837,2197-3792,113,2014.0,2015.0,2,0.0
40710,Environmental Processes,2198-7505,2198-7491,113,2014.0,2015.0,2,0.0
13721,Network Modeling Analysis in Health Informatics and Bioinformatics,2192-6670,2192-6662,111,2012.0,2016.0,5,0.0
12469,Public Transport,1613-7159,1866-749X,110,2009.0,2015.0,7,0.0
10547,Brain and Mind,1573-3300,1389-1987,109,2000.0,2003.0,4,0.0
10674,L1-Educational Studies in Language and Literature,1573-1731,1567-6617,109,2001.0,2005.0,5,0.0
10819,Journal of Computational Analysis and Applications,1572-9206,1521-1398,109,1999.0,2003.0,5,0.0
13171,Sankhya A,0976-8378,0976-836X,109,2010.0,2015.0,6,0.0
13324,Analysis and Mathematical Physics,1664-235X,1664-2368,109,2011.0,2016.0,6,0.0
40136,Current Otorhinolaryngology Reports,2167-583X,,109,2013.0,2016.0,4,0.0
10932,Journal of Psychology and Judaism,1573-370X,0700-9801,108,1997.0,2000.0,4,0.0
11210,Sociological Practice,1573-787X,1522-3442,108,1999.0,2002.0,4,0.0
12657,"Acta Physica Hungarica Series B, Quantum Electronics",1786-3767,1589-9535,108,2004.0,2006.0,3,0.0
40171,Global Journal of Flexible Systems Management,0974-0198,0972-2696,108,2012.0,2015.0,4,0.0
12177,"Journal of Ocular Biology, Diseases, and Informatics",1936-8445,,107,2008.0,2012.0,5,0.0
12567,CEAS Space Journal,1868-2510,1868-2502,107,2011.0,2016.0,6,0.0
40684,International Journal of Precision Engineering and Manufacturing-Green Technology,2198-0810,2288-6206,107,2014.0,2016.0,3,0.0
11288,Geologie en Mijnbouw,1573-9708,0016-7746,106,1997.0,1999.0,3,0.0
12535,Trabajos de Estadistica,,0213-8190,105,1986.0,1991.0,6,0.0
13758,Biointerphases,1559-4106,1934-8630,105,2012.0,2013.0,2,0.0
12063,Operations Management Research,1936-9743,1936-9735,104,2008.0,2015.0,8,0.0
13571,Sankhya B,0976-8394,0976-8386,104,2010.0,2015.0,6,0.0
40091,International Journal of Advanced Structural Engineering (IJASE),2008-6695,2008-3556,104,2012.0,2015.0,4,0.0
40093,International Journal of Recycling of Organic Waste in Agriculture,2251-7715,2195-3228,104,2012.0,2015.0,4,0.0
40765,La Rivista del Nuovo Cimento (1971-1977),1826-9850,,104,1971.0,1977.0,7,0.0
40494,Heritage Science,2050-7445,,103,2013.0,2015.0,3,0.0
329,Critical Reviews in Neurosurgery,1433-0377,0939-0146,102,1997.0,2000.0,4,0.0
10769,International Journal of Rehabilitation and Health,1573-1537,1068-9591,102,1995.0,2000.0,5,1.0
10873,Journal of Clinical Geropsychology,1573-3556,1079-9362,102,1999.0,2002.0,4,0.0
13389,Journal of Cryptographic Engineering,2190-8516,2190-8508,102,2011.0,2015.0,5,0.0
13537,Central European Journal of Computer Science,2081-9935,1896-1533,102,2011.0,2014.0,4,0.0
10037,Jahrbuch für Regionalwissenschaft,1613-9836,0173-7600,101,2006.0,2016.0,11,0.0
40141,Current Physical Medicine and Rehabilitation Reports,2167-4833,,101,2013.0,2015.0,3,0.0
10941,Journal of Radiosurgery,1573-8752,1096-4053,100,1998.0,2000.0,3,0.0
40281,American Journal of Drug Delivery,,1175-9038,100,2003.0,2006.0,4,0.0
40282,Applied Bioinformatics,,1175-5636,100,2004.0,2006.0,3,0.0
13177,International Journal of Intelligent Transportation Systems Research,1868-8659,1348-8503,99,2010.0,2016.0,7,0.0
40071,International Aquatic Research,2008-6970,2008-4935,99,2012.0,2015.0,4,0.0
11296,European Clinics in Obstetrics and Gynaecology,1613-3420,1613-3412,98,2005.0,2008.0,4,0.0
13673,Human-centric Computing and Information Sciences,2192-1962,,98,2011.0,2015.0,5,0.0
40305,Journal of the Operations Research Society of China,2194-6698,2194-668X,98,2013.0,2015.0,3,0.0
13555,Dermatology and Therapy,2190-9172,2193-8210,97,2011.0,2015.0,5,0.0
40348,Molecular and Cellular Pediatrics,2194-7791,,97,2014.0,2016.0,3,0.0
40544,Friction,2223-7704,2223-7690,97,2013.0,2015.0,3,0.0
40121,Infectious Diseases and Therapy,2193-6382,2193-8229,96,2012.0,2015.0,4,0.0
40139,Current Pathobiology Reports,2167-485X,,96,2013.0,2015.0,3,0.0
10850,Journal of Market-Focused Management,1572-8846,1382-3019,95,1996.0,2002.0,5,2.0
12377,Annalen der Philosophie,1866-6167,0165-0106,94,1919.0,1921.0,3,0.0
40884,De Verpleegkundig Specialist,2352-8613,2352-8605,94,2014.0,2015.0,2,0.0
10507,Aquarium Sciences and Conservation,1573-1448,1357-5325,93,1997.0,2001.0,4,1.0
13358,Swiss Journal of Palaeontology,1664-2384,1664-2376,93,2011.0,2015.0,5,0.0
40062,Journal of Homotopy and Related Structures,1512-2891,2193-8407,93,2012.0,2015.0,4,0.0
40647,Fudan Journal of the Humanities and Social Sciences,2198-2600,1674-0750,93,2014.0,2015.0,2,0.0
13735,International Journal of Multimedia Information Retrieval,2192-662X,2192-6611,92,2012.0,2016.0,5,0.0
40685,BuR - Business Research,1866-8658,2198-3402,92,2008.0,2015.0,8,0.0
11922,Current Psychosis & Therapeutics Reports,1545-8091,1545-8083,91,2003.0,2006.0,4,0.0
40124,Current Pediatrics Reports,2167-4841,,91,2013.0,2015.0,3,0.0
40468,Language Testing in Asia,2229-0443,,90,2011.0,2016.0,6,0.0
40846,Journal of Medical and Biological Engineering,2199-4757,1609-0985,90,2015.0,2015.0,1,0.0
11610,Interactive Surgery,1778-3968,1778-3739,89,2006.0,2008.0,3,0.0
40176,IZA Journal of Migration,2193-9039,,89,2012.0,2016.0,5,0.0
40543,Journal of Analytical Science and Technology,2093-3371,,89,2013.0,2016.0,4,0.0
40789,International Journal of Coal Science & Technology,2198-7823,2095-8293,89,2014.0,2015.0,2,0.0
10721,Grammars,1572-848X,1386-7393,88,1998.0,2003.0,6,0.0
12376,Medicine Studies,1876-4541,1876-4533,88,2009.0,2014.0,5,1.0
12532,Mathematical Programming Computation,1867-2957,1867-2949,88,2009.0,2015.0,7,0.0
40138,Current Emergency and Hospital Medicine Reports,2167-4884,,88,2013.0,2015.0,3,0.0
40723,International Journal of Child Care and Education Policy,2288-6729,,88,2007.0,2016.0,10,0.0
40643,Bioresources and Bioprocessing,2197-4365,,87,2014.0,2016.0,3,0.0
40656,History and Philosophy of the Life Sciences,1742-6316,0391-9714,87,2014.0,2015.0,2,0.0
13717,Ecological Processes,2192-1709,,86,2012.0,2016.0,5,0.0
40142,Current Genetic Medicine Reports,2167-4876,,86,2013.0,2016.0,4,0.0
197,Kognitionswissenschaft,1432-1483,0938-7986,85,1996.0,2002.0,7,0.0
13677,Journal of Cloud Computing,2192-113X,,85,2012.0,2016.0,5,0.0
40135,Current Ophthalmology Reports,2167-4868,,84,2013.0,2015.0,3,0.0
40174,IZA Journal of European Labor Studies,2193-9012,,84,2012.0,2016.0,5,0.0
