First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Laboratory of Food Biotechnology, Institute of Food, Nutrition and Health, ETH Zurich, Schmelzbergstrasse 7, 8092 Zurich, Switzerland",David Bertsch,ethz,10.1093/jac/dks531,https://doi.org/10.1093/jac/dks531,./JAC/jac68-5/abstracts/dks531.xml,"Tn6198, a novel transposon containing the trimethoprim resistance gene dfrG embedded into a Tn916 element in Listeria monocytogenes",,David Bertsch;Anaïs Uruty;Janine Anderegg;Christophe Lacroix;Vincent Perreten;Leo Meile,2013,Journal of Antimicrobial Chemotherapy,"Laboratory of Food Biotechnology, Institute of Food, Nutrition and Health, ETH Zurich, Schmelzbergstrasse 7, 8092 Zurich, Switzerland;Laboratory of Food Biotechnology, Institute of Food, Nutrition and Health, ETH Zurich, Schmelzbergstrasse 7, 8092 Zurich, Switzerland;Laboratory of Food Biotechnology, Institute of Food, Nutrition and Health, ETH Zurich, Schmelzbergstrasse 7, 8092 Zurich, Switzerland;Laboratory of Food Biotechnology, Institute of Food, Nutrition and Health, ETH Zurich, Schmelzbergstrasse 7, 8092 Zurich, Switzerland;Institute of Veterinary Bacteriology, University of Bern, Länggass-Strasse 122, 3012 Bern, Switzerland;Laboratory of Food Biotechnology, Institute of Food, Nutrition and Health, ETH Zurich, Schmelzbergstrasse 7, 8092 Zurich, Switzerland E-mail: leo.meile@hest.ethz.ch",Oxford University Press,,68,5,986,991,0305-7453,1460-2091,copyright,"© The Author 2013. Published by Oxford University Press on behalf of the British Society for Antimicrobial Chemotherapy. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jacdks531,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jacdks531&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jacdks531&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jacdks531&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Biochemistry, Swiss Federal Institute of Technology (ETH), ETH-Hoenggerberg, 8093 Zurich, Switzerland and",Bruno Martoglio,ethz,10.1093/hmg/ddg303,https://doi.org/10.1093/hmg/ddg303,./HMG/hmg12-suppl_2/abstracts/ddg303.xml,"Intramembrane-cleaving aspartic proteases and disease: presenilins, signal peptide peptidase and their homologs",,Bruno Martoglio;Todd E. Golde,2003,Human Molecular Genetics,"Institute of Biochemistry, Swiss Federal Institute of Technology (ETH), ETH-Hoenggerberg, 8093 Zurich, Switzerland and;Department of Neuroscience, Mayo Graduate School, Mayo Clinic Jacksonville, Jacksonville, FL 32224, USA",Oxford University Press,,12,,R201,R206,0964-6906,1460-2083,,,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093hmgddg303,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddg303&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddg303&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddg303&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"*The Open University, UK and the Swiss Economic Institute at ETH Zurich, Switzerland",Andrew B. Trigg,ethz,10.1093/cje/beq003,https://doi.org/10.1093/cje/beq003,./cameco/cameco34-3/abstracts/beq003.xml,Marx's reproduction schemes and the Keynesian multiplier: a reply to Sardoni,,Andrew B. Trigg;Jochen Hartwig,2010,Cambridge Journal of Economics,"*The Open University, UK and the Swiss Economic Institute at ETH Zurich, Switzerland;The Open University, UK and the Swiss Economic Institute at ETH Zurich, Switzerland",Oxford University Press,,34,3,591,595,0309-166X,1464-3545,copyright,© The Author 2010. Published by Oxford University Press on behalf of the Cambridge Political Economy Society. All rights reserved.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093cjebeq003,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cjebeq003&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cjebeq003&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cjebeq003&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"ETH Zurich, Institute of Plant Sciences, Applied Entomology, CH-8092 Zurich, Switzerland",Claudia Notter-Hausmann,ethz,10.1603/EN09231,https://doi.org/10.1603/EN09231,./EE/ee39-2/abstracts/ee39-0561.xml,Relationship Between Behavior and Physiology in an Invasive Pest Species: Oviposition Site Selection and Temperature-Dependent Development of the Oriental Fruit Moth (Lepidoptera: Tortricidae),,Claudia Notter-Hausmann;Silvia Dorn,2010,Environmental Entomology,"ETH Zurich, Institute of Plant Sciences, Applied Entomology, CH-8092 Zurich, Switzerland;ETH Zurich, Institute of Plant Sciences, Applied Entomology, CH-8092 Zurich, Switzerland E-mail: silvia.dorn@ipw.agrl.ethz.ch",Oxford University Press,,39,2,561,569,0046-225X,1938-2936,copyright,© 2010 Entomological Society of America,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101603EN09231,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101603EN09231&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101603EN09231&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101603EN09231&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Translational Neuromodeling Unit (TNU), Institute for Biomedical Engineering, University of Zurich and ETH Zurich, 8032 Zürich, Switzerland and Laboratory for Social and Neural Systems Research, University of Zurich, 8091 Zürich, Switzerland",Christoph Mathys,ethz,10.1093/cercor/bhs418,https://doi.org/10.1093/cercor/bhs418,./CERCOR/cercor24-6/abstracts/bhs418.xml,"Spatial Attention, Precision, and Bayesian Inference: A Study of Saccadic Response Speed",,Simone Vossel;Christoph Mathys;Jean Daunizeau;Markus Bauer;Jon Driver;Karl J. Friston;Klaas E. Stephan,2014,Cerebral Cortex,"Wellcome Trust Centre for Neuroimaging, University College London, WC1N 3BG London, UK;Translational Neuromodeling Unit (TNU), Institute for Biomedical Engineering, University of Zurich and ETH Zurich, 8032 Zürich, Switzerland and Laboratory for Social and Neural Systems Research, University of Zurich, 8091 Zürich, Switzerland;Translational Neuromodeling Unit (TNU), Institute for Biomedical Engineering, University of Zurich and ETH Zurich, 8032 Zürich, Switzerland and Laboratory for Social and Neural Systems Research, University of Zurich, 8091 Zürich, Switzerland;Wellcome Trust Centre for Neuroimaging, University College London, WC1N 3BG London, UK;Wellcome Trust Centre for Neuroimaging, University College London, WC1N 3BG London, UK;Wellcome Trust Centre for Neuroimaging, University College London, WC1N 3BG London, UK;Wellcome Trust Centre for Neuroimaging, University College London, WC1N 3BG London, UK Translational Neuromodeling Unit (TNU), Institute for Biomedical Engineering, University of Zurich and ETH Zurich, 8032 Zürich, Switzerland and Laboratory for Social and Neural Systems Research, University of Zurich, 8091 Zürich, Switzerland",Oxford University Press,,24,6,1436,1450,1047-3211,1460-2199,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by-nc/3.0/), which permits non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093cercorbhs418,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhs418&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhs418&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhs418&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Brain Research Institute, University of Zürich/Swiss Federal Institute of Technology Zurich (ETHZ), 8057 Zürich, Switzerland",Kasum Azim,ethz,10.1093/cercor/bhs085,https://doi.org/10.1093/cercor/bhs085,./CERCOR/cercor23-4/abstracts/bhs085.xml,Early Decline in Progenitor Diversity in the Marmoset Lateral Ventricle,,Kasum Azim;Stefan Zweifel;Fabienne Klaus;Kazuaki Yoshikawa;Irmgard Amrein;Olivier Raineteau,2013,Cerebral Cortex,"Brain Research Institute, University of Zürich/Swiss Federal Institute of Technology Zurich (ETHZ), 8057 Zürich, Switzerland;Brain Research Institute, University of Zürich/Swiss Federal Institute of Technology Zurich (ETHZ), 8057 Zürich, Switzerland;Institute of Anatomy, University of Zürich, 8057 Zürich, Switzerland;Institute for Protein Research, Osaka University, Osaka 565-0871, Japan;Institute of Anatomy, University of Zürich, 8057 Zürich, Switzerland;Brain Research Institute, University of Zürich/Swiss Federal Institute of Technology Zurich (ETHZ), 8057 Zürich, Switzerland E-mail: raineteau@hifo.uzh.ch",Oxford University Press,,23,4,922,931,1047-3211,1460-2199,copyright,"© The Author 2012. Published by Oxford University Press. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093cercorbhs085,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhs085&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhs085&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhs085&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Brain Research Institute, University of Zurich and Swiss Federal Institute of Technology, Zurich, Switzerland and Research, Hines VA Hospital, Hines, IL 60141, USA,",Martin E. Schwab,ethz,10.1093/cercor/bhi132,https://doi.org/10.1093/cercor/bhi132,./CERCOR/cercor16-4/abstracts/bhi132.xml,Dendritic Plasticity in the Adult Rat Following Middle Cerebral Artery Occlusion and Nogo-A Neutralization,,Catherine M. Papadopoulos;Shih-Yen Tsai;Joseph L. Cheatwood;Melanie R. Bollnow;Bryan E. Kolb;Martin E. Schwab;Gwendolyn L. Kartje,2006,Cerebral Cortex,"Research, Hines VA Hospital, Hines, IL 60141, USA, Research, Hines VA Hospital, Hines, IL 60141, USA,;Research, Hines VA Hospital, Hines, IL 60141, USA, Research, Hines VA Hospital, Hines, IL 60141, USA,;Research, Hines VA Hospital, Hines, IL 60141, USA, Research, Hines VA Hospital, Hines, IL 60141, USA,;Research, Hines VA Hospital, Hines, IL 60141, USA, Research, Hines VA Hospital, Hines, IL 60141, USA,;Department of Psychology, University of Lethbridge, Lethbridge, AB, Canada, Research, Hines VA Hospital, Hines, IL 60141, USA,;Brain Research Institute, University of Zurich and Swiss Federal Institute of Technology, Zurich, Switzerland and Research, Hines VA Hospital, Hines, IL 60141, USA,;Research, Hines VA Hospital, Hines, IL 60141, USA, Research, Hines VA Hospital, Hines, IL 60141, USA,",Oxford University Press,,16,4,529,536,1047-3211,1460-2199,copyright,Published by Oxford University Press 2005.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093cercorbhi132,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhi132&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhi132&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhi132&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute for Biomedical Engineering, University and ETH Zurich, 8092 Zurich, Switzerland",Conny F. Schmidt,ethz,10.1093/cercor/bhl103,https://doi.org/10.1093/cercor/bhl103,./CERCOR/cercor17-8/abstracts/bhl103.xml,Better Memory and Neural Efficiency in Young Apolipoprotein E ε4 Carriers,,Christian R. A. Mondadori;Dominique J. -F. de Quervain;Andreas Buchmann;Henrietta Mustovic;M. Axel Wollmer;Conny F. Schmidt;Peter Boesiger;Christoph Hock;Roger M. Nitsch;Andreas Papassotiropoulos;Katharina Henke,2006,Cerebral Cortex,"Division of Psychiatry Research, University of Zurich, 8032 Zurich, Switzerland;Division of Psychiatry Research, University of Zurich, 8032 Zurich, Switzerland;Division of Psychiatry Research, University of Zurich, 8032 Zurich, Switzerland;Division of Psychiatry Research, University of Zurich, 8032 Zurich, Switzerland;Division of Psychiatry Research, University of Zurich, 8032 Zurich, Switzerland;Institute for Biomedical Engineering, University and ETH Zurich, 8092 Zurich, Switzerland;Institute for Biomedical Engineering, University and ETH Zurich, 8092 Zurich, Switzerland;Division of Psychiatry Research, University of Zurich, 8032 Zurich, Switzerland;Division of Psychiatry Research, University of Zurich, 8032 Zurich, Switzerland;Division of Psychiatry Research, University of Zurich, 8032 Zurich, Switzerland;Institute of Psychology, University of Bern, 3000 Bern 9, Switzerland E-mail: henke@psy.unibe.ch",Oxford University Press,,17,8,1934,1947,1047-3211,1460-2199,copyright,"© The Author 2006. Published by Oxford University Press. All rights reserved. For permissions, please e-mail: journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093cercorbhl103,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhl103&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhl103&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhl103&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Neuroinformatics, University of Zürich and ETH Zürich, CH-8057 Zürich, Switzerland Brain Research Institute, University of Zürich, CH-8057 Zürich, Switzerland E-mail: muir@hifo.uzh.ch",Dylan Richard Muir,ethz,10.1093/cercor/bhq290,https://doi.org/10.1093/cercor/bhq290,./CERCOR/cercor21-10/abstracts/bhq290.xml,Embedding of Cortical Representations by the Superficial Patch System,,Dylan Richard Muir;Nuno M. A. Da Costa;Cyrille C. Girardin;Shmuel Naaman;David B. Omer;Elisha Ruesch;Amiram Grinvald;Rodney J. Douglas,2011,Cerebral Cortex,"Institute of Neuroinformatics, University of Zürich and ETH Zürich, CH-8057 Zürich, Switzerland Brain Research Institute, University of Zürich, CH-8057 Zürich, Switzerland E-mail: muir@hifo.uzh.ch;Institute of Neuroinformatics, University of Zürich and ETH Zürich, CH-8057 Zürich, Switzerland;Neurobiology, University of Konstanz, 78457 Konstanz, Germany;Department of Neurobiology, Weizmann Institute of Science, 76100 Rehovot, Israel;Department of Neurobiology, Weizmann Institute of Science, 76100 Rehovot, Israel;Institute of Neuroinformatics, University of Zürich and ETH Zürich, CH-8057 Zürich, Switzerland;Department of Neurobiology, Weizmann Institute of Science, 76100 Rehovot, Israel;Institute of Neuroinformatics, University of Zürich and ETH Zürich, CH-8057 Zürich, Switzerland",Oxford University Press,,21,10,2244,2260,1047-3211,1460-2199,open-access,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/2.5), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093cercorbhq290,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhq290&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhq290&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cercorbhq290&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Animal Sciences, Nutrition Biology, ETH Zurich, Switzerland. E-mail: karin.aeschbacher@ufag-laboratorien.ch",K Aeschbacher,ethz,10.1093/ps/84.3.385,https://doi.org/10.1093/ps/84.3.385,./PS/ps84-3/abstracts/poultrysci84-0385.xml,Bt176 corn in poultry nutrition: physiological characteristics and fate of recombinant plant DNA in chickens,,K Aeschbacher;R Messikommer;L Meile;C Wenk,2005,Poultry Science,"Institute of Animal Sciences, Nutrition Biology, ETH Zurich, Switzerland. E-mail: karin.aeschbacher@ufag-laboratorien.ch;Institute of Animal Sciences, Nutrition Biology, ETH Zurich, Switzerland.;Institute of Food Science and Nutrition, Laboratory of Food Microbiology, ETH Zurich, Switzerland;Institute of Animal Sciences, Nutrition Biology, ETH Zurich, Switzerland.",Oxford University Press,,84,3,385,394,0032-5791,1525-3171,copyright,"© 2005 Poultry Science Association, Inc.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ps843385,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ps843385&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ps843385&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ps843385&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Entomology and Center for Chemical Ecology, The Pennsylvania State University, 501 ASI Building, University Park, PA 16802. Department of Environmental Systems Science, Swiss Federal Institute of Technology ZÜrich,LFOG18, Schmelzbergstrasse 9, 8092 ZÜrich, Switzerland.",C. M. De Moraes,ethz,10.1603/EN14049,https://doi.org/10.1603/EN14049,./EE/ee43-4/abstracts/ee43-1034.xml,Development and Evaluation of a Trapping System for Anoplophora glabripennis (Coleoptera: Cerambycidae) in the United States,,M. E. Nehme;R. T. Trotter;M. A. Keena;C. McFarland;J. Coop;H. M. Hull-Sanders;P. Meng;C. M. De Moraes;M. C. Mescher;K. Hoover,2014,Environmental Entomology,"Department of Entomology and Center for Chemical Ecology, The Pennsylvania State University, 501 ASI Building, University Park, PA 16802. Lebanon Reforestation Initiative, 8th Floor Achrafieh Building 1020, Corniche Pierre Gemauel, Mathaf, Lebanon 00961 - 70 00 93 03.;U.S. Forest Service Northern Research Station, 51 Mill Pond Road, Hamden, CT 06514.;U.S. Forest Service Northern Research Station, 51 Mill Pond Road, Hamden, CT 06514. E-mail: mkeena@fs.fed.us;USDA-APHIS, ALB Cooperative Eradication Program, 151 West Boylston Dr., Worcester, MA 01606.;Massachusetts Department of Conservation and Recreation, ALB Cooperative Eradication Program, 151 West Boylston Dr., Worcester, MA 01606.;USDA-APHIS-PPQ, Center for Plant Health Science and Technology, 1398 West Truck Road, Buzzards Bay, MA 02542-1329.;Department of Entomology and Center for Chemical Ecology, The Pennsylvania State University, 501 ASI Building, University Park, PA 16802.;Department of Entomology and Center for Chemical Ecology, The Pennsylvania State University, 501 ASI Building, University Park, PA 16802. Department of Environmental Systems Science, Swiss Federal Institute of Technology ZÜrich,LFOG18, Schmelzbergstrasse 9, 8092 ZÜrich, Switzerland.;Department of Entomology and Center for Chemical Ecology, The Pennsylvania State University, 501 ASI Building, University Park, PA 16802. Department of Environmental Systems Science, Swiss Federal Institute of Technology ZÜrich,LFOG18, Schmelzbergstrasse 9, 8092 ZÜrich, Switzerland.;Department of Entomology and Center for Chemical Ecology, The Pennsylvania State University, 501 ASI Building, University Park, PA 16802.",Oxford University Press,2017-08-01,43,4,1034,1044,0046-225X,1938-2936,copyright,© 2014 Entomological Society of America,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101603EN14049,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101603EN14049&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101603EN14049&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101603EN14049&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
