First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Mathematisches Institut, Universität Basel, Rheinsprung 21, 4051 Basel, Switzerland",D. Kotschick†,unibas,10.1017/S0305004100071711,https://doi.org/10.1017/S0305004100071711,./PSP/PSP114_03/S0305004100071711h.xml,On the signature and Euler characteristic of certain four-manifolds,,,1993,Mathematical Proceedings of the Cambridge Philosophical Society,,Cambridge University Press,,114,3,431,437,0305-0041,1469-8064,copyright,Copyright © Cambridge Philosophical Society 1993,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0305004100071711,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0305004100071711&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0305004100071711&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0305004100071711&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Departement Mathematik und Informatik, Universität Basel, Mathematisches Institut, Rheinsprung 21, 4051 Basel, Switzerland, (gianluca.crippa@unibas.ch) E-mail: gianluca.crippa@unibas.ch",Gianluca Crippa,unibas,10.1017/S0308210513000085,https://doi.org/10.1017/S0308210513000085,./PRM/PRM144_06/S0308210513000085h.xml,Continuity equations and ODE flows with non-smooth velocity,,,2014,Proceedings of the Royal Society of Edinburgh: Section A Mathematics,,Royal Society of Edinburgh Scotland Foundation,2019-12-01,144,6,1191,1244,0308-2105,1473-7124,copyright,Copyright © Royal Society of Edinburgh 2014 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0308210513000085,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0308210513000085&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0308210513000085&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0308210513000085&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Mathematisches Institut der Universität Basel, Rheinsprung 21, CH-4051 Basel, Switzerland",Catherine Bandle,unibas,10.1017/S0308210500017297,https://doi.org/10.1017/S0308210500017297,./PRM/PRM88_1-2/S0308210500017297h.xml,A priori bounds for a class of nonlinear elliptic equations and applications to physical problems,,,1981,Proceedings of the Royal Society of Edinburgh: Section A Mathematics,,Royal Society of Edinburgh Scotland Foundation,,88,1-2,75,81,0308-2105,1473-7124,copyright,Copyright © Royal Society of Edinburgh 1981,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0308210500017297,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0308210500017297&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0308210500017297&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0308210500017297&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Mathematisches Institut, Universität Basel, Rheinsprung 21, 4051 Basel, Switzerland",D. Kotschick,unibas,10.1017/S0305004100073114,https://doi.org/10.1017/S0305004100073114,./PSP/PSP117_02/S0305004100073114h.xml,"Embedded surfaces in four-manifolds, branched covers, and SO(3)-invariants",,,1995,Mathematical Proceedings of the Cambridge Philosophical Society,,Cambridge University Press,,117,2,275,286,0305-0041,1469-8064,copyright,Copyright © Cambridge Philosophical Society 1995,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0305004100073114,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0305004100073114&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0305004100073114&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0305004100073114&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department Physik, Universität Basel Klingelbergstrasse 82, CH-4056 Basel, Switzerland",A. Sarangi,unibas,10.1017/S1743921313009988,https://doi.org/10.1017/S1743921313009988,./IAU/IAU9_S296/S1743921313009988h.xml,IR and sub-mm fluxes of SN1987A revisited: when moderate dust masses suffice,,,2013,Proceedings of the International Astronomical Union,,Cambridge University Press,2018-01-01,9,S296,392,394,1743-9213,1743-9221,copyright,Copyright © International Astronomical Union 2014 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1743921313009988,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921313009988&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921313009988&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921313009988&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Dept. of Physics & Astronomy, University of Basel, CH-4056, Basel, Switzerland",Urs Frischknecht,unibas,10.1017/S1743921308024976,https://doi.org/10.1017/S1743921308024976,./IAU/IAU4_S255/S1743921308024976h.xml,Stellar Evolution in the Early Universe,,,2008,Proceedings of the International Astronomical Union,,Cambridge University Press,,4,S255,297,304,1743-9213,1743-9221,copyright,Copyright © International Astronomical Union 2008,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1743921308024976,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921308024976&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921308024976&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921308024976&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Public Health and Epidemiology, Swiss Tropical Institute, P. O. Box, CH-4002 Basel, Switzerland",BARBARA MATTHYS,unibas,10.1017/S0016672307008919,https://doi.org/10.1017/S0016672307008919,./GRH/GRH90_01/S0016672307008919h.xml,Prior selfing and the selfing syndrome in animals: an experimental approach in the freshwater snail Biomphalaria pfeifferi,,,2008,Genetics Research,,Cambridge University Press,,90,1,61,72,0016-6723,1469-5073,copyright,Copyright © Cambridge University Press 2008,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0016672307008919,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0016672307008919&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0016672307008919&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0016672307008919&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Zoologisches Institut der Universität, Rheinsprung 9, CH-4051 Basel, Switzerland",M. Rowell-Rahier,unibas,10.1017/S0269727000007454,https://doi.org/10.1017/S0269727000007454,./PRB/PRB98/S0269727000007454h.xml,The chemical ecology of herbivory on willows,,,1992,Proceedings of the Royal Society of Edinburgh. Section B. Biological Sciences,,Royal Society of Edinburgh Scotland Foundation,,98,,63,73,0269-7270,,copyright,Copyright © Royal Society of Edinburgh 1992,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0269727000007454,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0269727000007454&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0269727000007454&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0269727000007454&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Public Health and Epidemiology, Swiss Tropical Institute, P.O. Box, CH-4002 Basel, Switzerland E-mail: penelope.vounatsou@unibas.ch",P. VOUNATSOU,unibas,10.1017/S003118200900599X,https://doi.org/10.1017/S003118200900599X,./PAR/PAR136_13/S003118200900599Xh.xml,Bayesian geostatistical modelling for mapping schistosomiasis transmission,,,2009,Parasitology,,Cambridge University Press,,136,13,1695,1705,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2009,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S003118200900599X,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S003118200900599X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S003118200900599X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S003118200900599X&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Medical Parasitology and Infection Biology, Swiss Tropical Institute, CH-4002 Basel, Switzerland E-mail: jennifer.keiser@unibas.ch",J. KEISER,unibas,10.1017/S0031182009991739,https://doi.org/10.1017/S0031182009991739,./PAR/PAR137_03/S0031182009991739h.xml,In vitro and in vivo trematode models for chemotherapeutic studies,,,2010,Parasitology,,Cambridge University Press,,137,3,589,603,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2009,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182009991739,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182009991739&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182009991739&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182009991739&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Medical Parasitology, Swiss Tropical Institute, 4051 Basel, Switzerland",M. Bisoffi,unibas,10.1017/S0031182000066397,https://doi.org/10.1017/S0031182000066397,./PAR/PAR113_02/S0031182000066397h.xml,Identification and sequence comparison of a cuticular collagen of Brugia pahangi,,,1996,Parasitology,,Cambridge University Press,,113,2,145,155,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1996,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000066397,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000066397&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000066397&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000066397&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Programa de Pós Graduação em Genética e Biologia Molecular, Universidade Federal do Rio Grande do Sul. Caixa Postal 15053, CEP 91501-970, Porto Alegre, Brazil Departamento de Genética, Universidade Federal do Rio Grande do Sul. Caixa Postal 15053, CEP 91501-970, Porto Alegre, Brazil University of Basel, Zoological Institute, Vesalgasse 1, 4051 Basel, Switzerland E-mail: karen.haag@unibas.ch",K. L. HAAG,unibas,10.1017/S0031182010001307,https://doi.org/10.1017/S0031182010001307,./PAR/PAR138_03/S0031182010001307h.xml,Reappraising the theme of breeding systems in Echinococcus: is outcrossing a rare phenomenon?,,,2011,Parasitology,,Cambridge University Press,,138,3,298,302,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2010,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182010001307,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001307&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001307&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001307&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Tropical Institute, Socinstrasse 57, CH 4002 Basel, Switzerland",H. L. Guyatt,unibas,10.1017/S0031182000078422,https://doi.org/10.1017/S0031182000078422,./PAR/PAR109_03/S0031182000078422h.xml,The development and validation of an age-structured model for the evaluation of disease control strategies for intestinal helminths,,,1994,Parasitology,,Cambridge University Press,,109,3,389,396,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1994,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000078422,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000078422&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000078422&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000078422&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Tropical Institute, Socinstrasse 57, CH-4002 Basel, Switzerland",J. C. Koella,unibas,10.1017/S0031182000061667,https://doi.org/10.1017/S0031182000061667,./PAR/PAR104_02/S0031182000061667h.xml,Relationship between body size of adult Anopheles gambiae s.l. and infection with the malaria parasite Plasmodium falciparum,,,1992,Parasitology,,Cambridge University Press,,104,2,233,237,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1992,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000061667,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000061667&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000061667&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000061667&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Medical Parasitology and Infection Biology, Swiss Tropical and Public Health Institute, P.O. Box, CH-4002 Basel, Switzerland University of Basel, P.O. Box, CH-4003 Basel, Switzerland",BENJAMIN SPEICH,unibas,10.1017/S0031182014000432,https://doi.org/10.1017/S0031182014000432,./PAR/PAR141_14/S0031182014000432h.xml,Evaluation of portable microscopic devices for the diagnosis of Schistosoma and soil-transmitted helminth infection,,,2014,Parasitology,,Cambridge University Press,2019-12-01,141,14,1811,1818,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2014 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182014000432,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182014000432&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182014000432&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182014000432&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University of Basel, Zoological Institute, Vesalgasse 1, 4051 Basel, Switzerland Programa de Pós-Graduação em Genética e Biologia Molecular, UFRGS, C. Postal 15053, 91501-970 Porto Alegre, Brazil E-mail: karen.haag@unibas.ch",KAREN LUISA HAAG,unibas,10.1017/S0031182010001393,https://doi.org/10.1017/S0031182010001393,./PAR/PAR138_04/S0031182010001393h.xml,"Cytological and molecular description of Hamiltosporidium tvaerminnensis gen. et sp. nov., a microsporidian parasite of Daphnia magna, and establishment of Hamiltosporidium magnivora comb. nov.",,,2011,Parasitology,,Cambridge University Press,,138,4,447,462,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2010,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182010001393,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001393&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001393&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001393&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Epidemiology and Public Health, Swiss Tropical and Public Health Institute, Basel, Switzerland University of Basel, Basel, Switzerland",F. SCHÄR,unibas,10.1017/S0031182013002345,https://doi.org/10.1017/S0031182013002345,./PAR/PAR141_07/S0031182013002345h.xml,Strongyloides stercoralis larvae excretion patterns before and after treatment,,,2014,Parasitology,,Cambridge University Press,2019-06-01,141,7,892,897,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2014 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182013002345,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182013002345&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182013002345&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182013002345&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Tropical Institute, Socinstrasse 57, CH-4051 Basel, Switzerland",L Jenni,unibas,10.1017/S0031182000063460,https://doi.org/10.1017/S0031182000063460,./PAR/PAR92_01/S0031182000063460h.xml,Metacyclic Trypanosoma vivax possess a surface coat,,,1986,Parasitology,,Cambridge University Press,,92,1,75,82,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1986,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000063460,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000063460&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000063460&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000063460&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
