First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"University of St. Gallen, petr.poldauf@centrum.cz E-mail: petr.poldauf@centrum.cz",Petr Poldauf,unisg,10.1515/1524-5861.1788,https://doi.org/10.1515/1524-5861.1788,./j/gej.2012.12.issue-1/1524-5861.1788/1524-5861.1788.xml,International Stock Market Comovements: What Happened during the Financial Crisis?,,,2012,Global Economy Journal,,De Gruyter,,12,1,,,,1524-5861,copyright,"©2012 Walter de Gruyter GmbH & Co. KG, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515152458611788,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515152458611788&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515152458611788&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515152458611788&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"1 Universität St. Gallen, Fachbereich Philosophie, Kulturwissenschaftliche Abteilung, St. Gallen, Schweiz  Universität St. Gallen, Fachbereich Philosophie, Kulturwissenschaftliche Abteilung, St. Gallen, Schweiz",Christoph Henning,unisg,10.1524/dzph.2009.0070,https://doi.org/10.1524/dzph.2009.0070,./j/dzph.2009.57.issue-6/dzph.2009.0070/dzph.2009.0070.xml,Perfektionismus und liberaler Egalitarismus. Ein Versuch ihrer Vermittlung,,,2009,Deutsche Zeitschrift für Philosophie,,Akademie Verlag GmbH,,57,6,845,860,0012-1045,,copyright,"© by Akademie Verlag, Berlin, Germany",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101524dzph20090070,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20090070&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20090070&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20090070&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University of Teacher Education, St. Gallen, Switzerland E-mail: Lukas.bleichenbacher@phsg.ch",Lukas Bleichenbacher,unisg,10.1515/mult-2012-0008,https://doi.org/10.1515/mult-2012-0008,./j/mult.2012.31.issue-2-3/mult-2012-0008/mult-2012-0008.xml,"Linguicism in Hollywood movies?Representations of, and audience reactions tomultilingualism in mainstream movie dialogues",,,2012,Multilingua,,De Gruyter Mouton,,31,2-3,155,176,0167-8507,1613-3684,copyright,© 2014 by Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515mult20120008,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515mult20120008&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515mult20120008&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515mult20120008&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Peter Sester, Dr. jur. (Heidelberg), Dr. rer. pol. (Humboldt Berlin) is professor of businesslaw at the Karlsruhe Institute of Technology where he is the director of the Institute ofBusiness and Information Law. Since 2003, he is also honorary professor at the Universityof Freiburg. In addition, he has been a visiting professor at the University St. Gallen(2011), the Universidad Argentina de la Empresa in Buenos Aires (regularly since 2004),Universidad de Santiago (2010, 2012), Insper in Sao Paulo (2009, 2010), COPPEAD/UFRJ in Rio de Janeiro (2011, 2012) and Fondacao Getulio Vargas in Rio de Janeiro(2006/2007/2011/2012). He is specialized in business and banking law as well comparativelegal and economic studies (particularly Brazil).",Peter Sester,unisg,10.1515/ecfr-2012-0156,https://doi.org/10.1515/ecfr-2012-0156,./j/ecfr-2012-9-issue-2/ecfr-2012-0156/ecfr-2012-0156.xml,The ECB’s Controversial Securities Market Programme(SMP) and its role in relation to the modified EFSF andthe future ESM,,,2012,European Company and Financial Law Review,,De Gruyter,,9,2,156,178,1613-2548,1613-2556,copyright,"© 2012 Walter de Gruyter GmbH & Co. KG, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ecfr20120156,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ecfr20120156&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ecfr20120156&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ecfr20120156&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University Children's Hospital and Institute of Medical Microbiology, University of Basel, Basel; Laboratory of Virology, Division of Infectious Diseases, University Hospital, Geneva; Division of Neonatology, Kantonsspital, St. Gallen, Switzerland",Swiss Collaborative ‘HIV and Pregnancy’ Study,unisg,10.1086/314615,https://doi.org/10.1086/314615,./jid.tar.gz/jid/abstracts/179-3-705.xml,Codon 215 Mutations in Human Immunodeficiency Virus—Infected Pregnant Women,,,1999,The Journal of Infectious Diseases,,The University Chicago Press,,179,3,705,708,0022-1899,1537-6613,copyright,© 1999 by the Infectious Diseases Society of America,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101086314615,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086314615&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086314615&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086314615&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Neuromuscular Diseases Unit, Kantonsspital St Gallen, St Gallen, Switzerland and Department of Neurology, University Hospital Basal, Switzerland",Markus Weber,unisg,10.1093/hmg/ddq338,https://doi.org/10.1093/hmg/ddq338,./HMG/hmg19-21/abstracts/ddq338.xml,A novel SOD1 splice site mutation associated with familial ALS revealed by SOD activity analysis,,,2010,Human Molecular Genetics,,Oxford University Press,,19,21,4201,4206,0964-6906,1460-2083,copyright,"© The Author 2010. Published by Oxford University Press. All rights reserved. For Permissions, please email: journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093hmgddq338,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddq338&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddq338&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddq338&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Kantonsspital St Gallen, Division of Rheumatology and Clinical Immunology, CH-9007 St Gallen and Faculty of Sciences, Department of Biology, Immunology, University of Konstanz, M662, D-78457 Konstanz, Germany,",J. von Kempis,unisg,10.1093/rheumatology/keg449,https://doi.org/10.1093/rheumatology/keg449,./BRHEUM/brheum43-2/abstracts/keg449.xml,Decreased levels of serum soluble complement receptor-II (CR2/CD21) in patients with rheumatoid arthritis,,,2004,Rheumatology,,Oxford University Press,,43,2,186,190,1462-0324,1462-0332,copyright,© British Society for Rheumatology 2003; all rights reserved,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093rheumatologykeg449,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093rheumatologykeg449&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093rheumatologykeg449&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093rheumatologykeg449&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Internal Medicine, University Hospital Zurich Zurich, Switzerland †Research Group for Management in Health Services, University of St. Gallen St. Gallen, Switzerland Correspondence: M. Sagmeister MD. Clinic A, Department of Internal Medicine, University Hospital Zurich CH-8091 Zurich, Switzerland",M. Sagmeister,unisg,10.1093/oxfordjournals.eurheartj.a015404,https://doi.org/10.1093/oxfordjournals.eurheartj.a015404,./eurheartj/eurheartj18-7/abstracts/18-7-1102.xml,An economic analysis of ischaemic heart disease in Switzerland,,,1997,European Heart Journal,,Oxford University Press,,18,7,1102,1109,0195-668X,1522-9645,copyright,© 1997 The European Society of Cardiology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093oxfordjournalseurheartja015404,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja015404&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja015404&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja015404&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Medicine, University Hospital, 1011 Lausanne, Switzerland Fax: ( 41) 21 314 08 71 Email: Jacques.Cornuz@chuv.hospvd.ch Institute of Social and Preventive Medicine, University Hospital, 1011 Lausanne, Switzerland Fax: ( 41) 21 314 08 71 Email: Jacques.Cornuz@chuv.hospvd.ch *To whom correspondence should be addressed For the SEMOF research group (alphabetical order): D. Büche (State Hospital, St. Gall); M. Dambacher (Balgrist Clinic, Zürich); F. Hartl (University Hospital, Basel); H. Häuselmann (University Hospital, Zürich); K. Lippuner (University Outpatient clinic, Bern); M. Neff (Osteoporosis Center, Zürich); P. Pancaldi (Osteoporosis Center, Locarno); R. Rizzoli (University Hospital, Geneva); F. Tanzi (Osteoporosis Center, Lugano); R. Theiler (State Hospital, Aarau); A. Tyndall (University Hospital, Basel); C. Wimpfheimer, (Private practice, Luzern)",Jacques Cornuz,unisg,10.1093/ageing/afg099b,https://doi.org/10.1093/ageing/afg099b,./AGEING/ageing32-6/abstracts/afg099b.xml,Factors associated with the use of hormone replacement therapy among older women,,,2003,Age and Ageing,,Oxford University Press,,32,6,675,678,0002-0729,1468-2834,copyright,© British Geriatrics Society,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ageingafg099b,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ageingafg099b&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ageingafg099b&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ageingafg099b&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Infectious Disease Unit, Hospital St-Gall, St-Gall, Infectious Diseases Service, Kantonsspital Bruderholz, University of Basel, Bruderholz, Switzerland",Patrick Schmid,unisg,10.1086/644740,https://doi.org/10.1086/644740,./cid/cid49-10/abstracts/49-10-1532.xml,High Prevalence of Anorectal Chlamydial Infection in HIV-Infected Men Who Have Sex with Men in Switzerland,,,2009,Clinical Infectious Diseases,,The University of Chicago Press,,49,10,1532,1535,1058-4838,1537-6591,copyright,© 2009 by the Infectious Diseases Society of America,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101086644740,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086644740&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086644740&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086644740&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Senology, Kantonsspital, Sankt Gallen, Switzerland Department of Obstetrics and Gynaecology, Heinrich-Heine University, Düsseldorf",J. Huober,unisg,10.1093/annonc/mdt361,https://doi.org/10.1093/annonc/mdt361,./ANNONC/annonc24-12/abstracts/mdt361.xml,Neoadjuvant bevacizumab and anthracycline–taxane-based chemotherapy in 678 triple-negative primary breast cancers; results from the geparquinto study (GBG 44)†,,,2013,Annals of Oncology,,Oxford University Press,,24,12,2978,2984,0923-7534,1569-8041,copyright,"© The Author 2013. Published by Oxford University Press on behalf of the European Society for Medical Oncology. All rights reserved. For permissions, please email: journals.permissions@oup.com.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093annoncmdt361,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdt361&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdt361&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdt361&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of St Gallen,ALAN ROBINSON,unisg,10.1093/res/XLVII.188.622,https://doi.org/10.1093/res/XLVII.188.622,./revesj.tar.gz/revesj/abstracts/XLVII-188-622.xml,REVIEWS,,,1996,The Review of English Studies,,Oxford University Press,,XLVII,188,622,623,0034-6551,1471-6968,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093resXLVII188622,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLVII188622&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLVII188622&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLVII188622&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Senior Associate, Schellenberg & Haissly (Switzerland); part-time lecturer at the Faculties of Law of the Universities of Zurich and St. Gallen. This paper was presented at the ASA Conference on 22 January 1999, and a publication in an ASA Special Series is planned. The opinions in it reflect the author's view, which is not necessarily the view of the Claims Resolution Tribunal.",Nathalie Voser,unisg,10.1093/arbitration/15.3.237,https://doi.org/10.1093/arbitration/15.3.237,./ARBITRATION/arbitration15-3/abstracts/arbint15-0237.xml,Arbitrability and the Applicable Law in the Claims Resolution Process for Dormant Accounts in Switzerland,,,1999,Arbitration International,,Oxford University Press,,15,3,237,266,0957-0411,1875-8398,copyright,© 1999 LCIA,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093arbitration153237,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093arbitration153237&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093arbitration153237&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093arbitration153237&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Departments of Medicine and Heart Surgery, University Hospital Zürich, Switzerland Augusto Gallino, Department of Medicine, University Hospital, CH-8091 Zürich, Switzerland.",A. GALLINO,unisg,10.1093/oxfordjournals.eurheartj.a062355,https://doi.org/10.1093/oxfordjournals.eurheartj.a062355,./eurheartj/eurheartj8-8/abstracts/8-8-902.xml,Early results after mitral valvuloplasty for pure mitral regurgitation,,,1987,European Heart Journal,,Oxford University Press,,8,8,902,905,0195-668X,1522-9645,copyright,© 1987 The European Society of Cardiology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093oxfordjournalseurheartja062355,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja062355&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja062355&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja062355&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Anaesthesiology, Kantonsspital St. Gallen, St. Gallen and University of Bern, Bern, Switzerland",T. W. Schnider,unisg,10.1093/bja/aet049,https://doi.org/10.1093/bja/aet049,./BJAINT/bjaint111-2/abstracts/aet049.xml,Pharmacokinetic parameter sets of alfentanil revisited: optimal parameters for use in target controlled infusion and anaesthesia display systems,,,2013,British Journal of Anaesthesia,,Oxford University Press,,111,2,197,208,0007-0912,1471-6771,copyright,"© The Author [2013]. Published by Oxford University Press on behalf of the British Journal of Anaesthesia. All rights reserved. For Permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bjaaet049,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet049&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet049&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet049&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of St. Gallen,Corinne A. Pernet,unisg,10.1086/ahr.115.4.1174,https://doi.org/10.1086/ahr.115.4.1174,./AHR/ahr115-4/abstracts/115-4-1174.xml,"Ursula Prutsch. Creating Good Neighbors? Die Kultur-und Wirtschaftspolitik der USA in Lateinamerika, 1940–1946. (Transatlantische Historische Studien, number 33. Veröffentlichungen des Deutschen Historischen Instituts, Washington, DC.) Stuttgart: Franz Steiner Verlag. 2008. Pp. 476. €56.00",,,2010,The American Historical Review,,The University of Chicago Press,,115,4,1174,1175,0002-8762,1937-5239,copyright,© 2010 American Historical Association. All rights reserved.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101086ahr11541174,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086ahr11541174&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086ahr11541174&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086ahr11541174&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
