First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Université de Neuchâtel, Institut de Biologie, Eco-Ethologie, Rue Emilie-Argand 11, 2000 Neuchâtel, Switzerland E-mail: marta.soares@cibio.up.pt","Bshary, Redouan",unine,10.1093/beheco/arv039,https://doi.org/10.1093/beheco/arv039,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/beheco/arv039.pdf,The role of serotonin in the modulation of cooperative behavior,,"Paula, José R.;Messias, João P.;Grutter, Alexandra S.;Bshary, Redouan;Soares, Marta C.",2015,Behavioral Ecology,"CIBIO, Centro de Investigação em Biodiversidade e Recursos Genéticos, Universidade do Porto, Campus Agrário de Vairão, 4485-661 Vairão, Portugal, E-mail: marta.soares@cibio.up.pt;CIBIO, Centro de Investigação em Biodiversidade e Recursos Genéticos, Universidade do Porto, Campus Agrário de Vairão, 4485-661 Vairão, Portugal, E-mail: marta.soares@cibio.up.pt;School of Biological Sciences, Goddard Building (8) Room 112, Laboratory 111, The University of Queensland, Brisbane, Queensland 4072, Australia, and E-mail: marta.soares@cibio.up.pt;Université de Neuchâtel, Institut de Biologie, Eco-Ethologie, Rue Emilie-Argand 11, 2000 Neuchâtel, Switzerland E-mail: marta.soares@cibio.up.pt;CIBIO, Centro de Investigação em Biodiversidade e Recursos Genéticos, Universidade do Porto, Campus Agrário de Vairão, 4485-661 Vairão, Portugal, E-mail: marta.soares@cibio.up.pt E-mail: marta.soares@cibio.up.pt",Oxford University Press,2018-01-01,26,4,1005,1012,1045-2249,1465-7279,copyright,"© The Author 2015. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093behecoarv039,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093behecoarv039&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093behecoarv039&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093behecoarv039&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institut de Botanique, Université de Neuchâtel, Neuchâtel, CH-2007, Switzerland School of Biology and Chemistry Engineering, Guangzhou University, Guangzhou 510405, P. R. China,","Yuan, Yong-Ming",unine,10.1093/aob/mci087,https://doi.org/10.1093/aob/mci087,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annbot/mci087.pdf,"Population Genetic Structure of Monimopetalum chinense (Celastraceae), an Endangered Endemic Species of Eastern China",,"Xie, Guo-Wen;Wang, De-Lian;Yuan, Yong-Ming;Ge, Xue-Jun",2005,Annals of Botany,"School of Biology and Chemistry Engineering, Guangzhou University, Guangzhou 510405, P. R. China, School of Biology and Chemistry Engineering, Guangzhou University, Guangzhou 510405, P. R. China,;South China Botanical Garden, Chinese Academy of Sciences, Guangzhou 510650, P. R. China and School of Biology and Chemistry Engineering, Guangzhou University, Guangzhou 510405, P. R. China,;Institut de Botanique, Université de Neuchâtel, Neuchâtel, CH-2007, Switzerland School of Biology and Chemistry Engineering, Guangzhou University, Guangzhou 510405, P. R. China,;South China Botanical Garden, Chinese Academy of Sciences, Guangzhou 510650, P. R. China and E-mail: xjge@scbg.ac.cn",Oxford University Press,,95,5,773,777,0305-7364,1095-8290,copyright,"© The Author 2005. Published by Oxford University Press on behalf of the Annals of Botany Company. All rights reserved. For Permissions, please email: journals.permissions@oupjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093aobmci087,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093aobmci087&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093aobmci087&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093aobmci087&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Lausanne, Switzerland","Levi, Fabio",unine,10.1093/eurpub/13.1.1,https://doi.org/10.1093/eurpub/13.1.1,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurpub/130001.pdf,Lung cancer in Europe,The levelling of an epidemic,"La Vecchia, Carlo;Levi, Fabio",2003,The European Journal of Public Health,"Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri’, Milano, Italy;Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Lausanne, Switzerland",Oxford University Press,,13,1,1,2,1101-1262,1464-360X,copyright,Copyright Oxford University Press 2003,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093eurpub1311,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurpub1311&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurpub1311&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurpub1311&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Biology, Laboratory of Eco-Epidemiology of Parasites, University of Neuchâtel, Emile Argand 11, Case Postale 158, 2000 Neuchâtel, Switzerland","Herrmann, C.",unine,10.1017/S0031182011002095,https://doi.org/10.1017/S0031182011002095,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0031182011002095.pdf,"Do the level of energy reserves, hydration status and Borrelia infection influence walking by Ixodes ricinus (Acari: Ixodidae) ticks?",,"Herrmann, C.;Gern, L.",2012,Parasitology,"Institute of Biology, Laboratory of Eco-Epidemiology of Parasites, University of Neuchâtel, Emile Argand 11, Case Postale 158, 2000 Neuchâtel, Switzerland;Institute of Biology, Laboratory of Eco-Epidemiology of Parasites, University of Neuchâtel, Emile Argand 11, Case Postale 158, 2000 Neuchâtel, Switzerland E-mail: lise.gern@unine.ch",Cambridge University Press,,139,3,330,337,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2012,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182011002095,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182011002095&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182011002095&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182011002095&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"(Zoological Laboratory, University of Neuchâtel, Switzerland.)","Tseng, Shen",unine,10.1017/S0031182000020436,https://doi.org/10.1017/S0031182000020436,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0031182000020436.pdf,Studies on Avian Cestodes from China. Part I. Cestodes from Charadriiform Birds,,"Tseng, Shen",1932,Parasitology,"(Zoological Laboratory, University of Neuchâtel, Switzerland.)",Cambridge University Press,,24,1,87,106,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1932,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000020436,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000020436&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000020436&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000020436&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institut de Zoologie, Université, Chantemerle 22, CH-2000 Neuchâtel, Switzerland","Brossard, M.",unine,10.1017/S0031182000056365,https://doi.org/10.1017/S0031182000056365,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0031182000056365.pdf,"Ixodes ricinus L.: mast cells, basophils and eosinophils in the sequence of cellular events in the skin of infested or re-infested rabbits",,"Brossard, M.;Fivaz, V.",1982,Parasitology,"Institut de Zoologie, Université, Chantemerle 22, CH-2000 Neuchâtel, Switzerland;Institut de Zoologie, Université, Chantemerle 22, CH-2000 Neuchâtel, Switzerland",Cambridge University Press,,85,3,583,592,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1982,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000056365,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000056365&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000056365&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000056365&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Biology, Laboratory of Ecology and Evolution of Parasites, University of Neuchâtel, Emile Argand 11, 2000 Neuchâtel, Switzerland E-mail: maarten.voordouw@unine.ch","Voordouw, Maarten J.",unine,10.1017/S0031182014001486,https://doi.org/10.1017/S0031182014001486,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0031182014001486.pdf,Co-feeding transmission in Lyme disease pathogens,,"Voordouw, Maarten J.",2015,Parasitology,"Institute of Biology, Laboratory of Ecology and Evolution of Parasites, University of Neuchâtel, Emile Argand 11, 2000 Neuchâtel, Switzerland E-mail: maarten.voordouw@unine.ch",Cambridge University Press,2020-02-01,142,2,290,302,0031-1820,1469-8161,open-access,"This is an Open Access article, distributed under the terms of the Creative Commons Attribution licence (http://creativecommons.org/licenses/by/3.0/), which permits unrestricted re-use, distribution, and reproduction in any medium, provided the original work is properly cited.",cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182014001486,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182014001486&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182014001486&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182014001486&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institut de Zoologie, Université de Neuchâtel","Mahon, June",unine,10.1017/S0031182000027438,https://doi.org/10.1017/S0031182000027438,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0031182000027438.pdf,"Contributions to the genus Paradilepis Hsü, 1935",,"Mahon, June",1955,Parasitology,"Institut de Zoologie, Université de Neuchâtel",Cambridge University Press,,45,1-2,63,78,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1955,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000027438,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000027438&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000027438&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000027438&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Zoology, University of Neuchâtel, 2007 Neuchâtel, Switzerland E-mail: bruno.betschart@zool.unine.ch","Betschart, B.",unine,10.1017/S0031182000066397,https://doi.org/10.1017/S0031182000066397,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0031182000066397.pdf,Identification and sequence comparison of a cuticular collagen of Brugia pahangi,,"Bisoffi, M.;Betschart, B.",1996,Parasitology,"Department of Medical Parasitology, Swiss Tropical Institute, 4051 Basel, Switzerland;Institute of Zoology, University of Neuchâtel, 2007 Neuchâtel, Switzerland E-mail: bruno.betschart@zool.unine.ch",Cambridge University Press,,113,2,145,155,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1996,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000066397,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000066397&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000066397&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000066397&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institut de Géologie et d'Hydrogéologie, University of Neuchâtel, Neuchâtel, Switzerland","Glunk, Christina",unine,10.1111/j.1574-6941.2008.00614.x,https://doi.org/10.1111/j.1574-6941.2008.00614.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/femsec/67-2-293.pdf,Characteristics and turnover of exopolymeric substances in a hypersaline microbial mat,,"Braissant, Olivier;Decho, Alan W.;Przekop, Kristen M.;Gallagher, Kimberley L.;Glunk, Christina;Dupraz, Christophe;Visscher, Pieter T.",2009,FEMS Microbiology Ecology,"Center for Integrative Geosciences, University of Connecticut, Storrs, CT, USA;Arnold School of Public Health, University of South Carolina, Columbia, SC, USA;Center for Integrative Geosciences, University of Connecticut, Storrs, CT, USA;Center for Integrative Geosciences, University of Connecticut, Storrs, CT, USA;Institut de Géologie et d'Hydrogéologie, University of Neuchâtel, Neuchâtel, Switzerland;Center for Integrative Geosciences, University of Connecticut, Storrs, CT, USA;Center for Integrative Geosciences, University of Connecticut, Storrs, CT, USA E-mail: pieter.visscher@uconn.edu",Blackwell Publishing Ltd,,67,2,293,307,,1574-6941,copyright,© 2008 Federation of European Microbiological Societies. Published by Blackwell Publishing Ltd. All rights reserved,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j15746941200800614x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j15746941200800614x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j15746941200800614x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j15746941200800614x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Laboratoire de Microbiologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2007 Neuchâtel, Switzerland E-mail: blanc.michel@pmintl.ch","Blanc, Michel",unine,10.1111/j.1574-6941.1999.tb00569.x,https://doi.org/10.1111/j.1574-6941.1999.tb00569.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/femsec/28-2-141.pdf,Thermophilic bacterial communities in hot composts as revealed by most probable number counts and molecular (16S rDNA) methods,,"Blanc, Michel;Marilley, Laurent;Beffa, Trello;Aragno, Michel",1999,FEMS Microbiology Ecology,"Laboratoire de Microbiologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2007 Neuchâtel, Switzerland E-mail: blanc.michel@pmintl.ch;Laboratoire de Microbiologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2007 Neuchâtel, Switzerland;Laboratoire de Microbiologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2007 Neuchâtel, Switzerland;Laboratoire de Microbiologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2007 Neuchâtel, Switzerland",Blackwell Publishing Ltd,,28,2,141,149,,1574-6941,copyright,© 1999 Federation of European Microbiological Societies. Published by Elsevier Science B.V. All rights reserved.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j157469411999tb00569x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469411999tb00569x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469411999tb00569x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469411999tb00569x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institut de Mathématiques, Université de Neuchâtel,Rue Emile-Argand 11, Case postale 158, 2009 Neuchâtel, Switzerland E-mail: regis.straubhaar@unine.ch","Straubhaar, Régis",unine,10.1515/cmam-2014-0009,https://doi.org/10.1515/cmam-2014-0009,/media/lionel/Data/swissbib-data/nationallizenzen/gruyter/swiss-pdf/j/cmam.2014.14.issue-3/cmam-2014-0009/cmam-2014-0009.pdf,Numerical Optimization of Eigenvalues of the Dirichlet–Laplace Operator on Domains in Surfaces,,"Straubhaar, Régis",2014,Computational Methods in Applied Mathematics,"Institut de Mathématiques, Université de Neuchâtel,Rue Emile-Argand 11, Case postale 158, 2009 Neuchâtel, Switzerland E-mail: regis.straubhaar@unine.ch",De Gruyter,,14,3,393,409,1609-4840,1609-9389,copyright,© 2014 by Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515cmam20140009,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cmam20140009&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cmam20140009&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cmam20140009&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
